date,expiry,T,bates_v0,bates_kappa,bates_theta,bates_sigma_v,bates_rho,bates_lam,bates_muJ,bates_delta,bates_rmse,sabr_rmse,js_rmse
2024-07-26,2024-12-27,0.4216,0.4025,1.0051,0.5062,0.9693,0.2041,0.4999,-0.0001,0.0993,0.002585,0.002508,0.002503
2024-07-26,2024-09-27,0.1725,0.4144,0.9649,0.0556,1.8186,0.1583,0.4999,0.0001,0.0994,0.002813,0.003121,0.003121
2024-07-26,2024-08-09,0.0383,0.477,7.9604,0.2617,4.9212,0.172,0.4891,-0.1247,0.0001,0.007756,0.006637,0.008308
2024-07-26,2024-08-16,0.0575,0.4157,0.9957,0.0438,3.2188,0.0994,0.4999,-0.0001,0.0994,0.009086,0.008011,0.007092
2024-07-26,2024-08-02,0.0192,0.5106,7.984,0.0002,5.0,0.2787,0.5793,-0.198,0.5361,0.007626,0.007702,0.010515
2024-07-26,2024-08-30,0.0958,0.4342,2.9641,0.0002,2.3171,0.1534,0.4999,-0.0001,0.0994,0.005731,0.005672,0.005735
2024-08-02,2024-08-09,0.0192,0.0001,8.0204,2.3381,0.2561,0.8168,1.5769,-0.2401,0.2307,0.017991,0.020328,0.016396
2024-08-02,2024-08-16,0.0383,0.0001,8.1007,1.6375,3.638,-0.4026,0.1787,0.2677,0.0698,0.012784,0.013344,0.013023
2024-08-02,2024-08-23,0.0575,0.3327,7.9031,0.0002,3.877,-0.3255,0.4999,-0.0013,0.097,0.007164,0.008842,0.007455
2024-08-02,2024-08-30,0.0767,0.3258,7.944,0.032,2.8059,-0.1788,0.4998,-0.0018,0.0976,0.010521,0.010357,0.010387
2024-08-02,2024-09-27,0.1533,0.4811,7.921,0.0001,2.4036,-0.0675,0.4998,-0.0003,0.0984,0.005212,0.004781,0.00484
2024-08-02,2024-10-25,0.23,0.4095,2.9557,0.0001,1.7512,-0.0094,0.4999,-0.0002,0.0989,0.005628,0.005608,0.005606
2024-08-02,2024-11-08,0.2683,0.4477,2.9636,0.0001,1.4842,0.0374,0.4964,-0.0574,0.1375,0.001079,0.002559,0.000965
2024-08-02,2024-12-27,0.4025,0.3858,1.0,0.0959,1.0057,0.0609,0.4999,-0.0001,0.0992,0.003901,0.003581,0.00311
2024-08-09,2024-12-27,0.3833,0.1077,7.9948,0.4688,1.0711,0.5027,0.4999,-0.0001,0.0992,0.003137,0.003009,0.003004
2024-08-09,2024-11-08,0.2491,0.3771,0.9981,0.0935,1.0358,0.1862,0.4999,-0.0001,0.0994,0.003458,0.003806,0.002943
2024-08-09,2024-10-25,0.2108,0.1132,7.9978,0.4773,1.0535,0.4332,0.4999,-0.0001,0.0991,0.007652,0.007412,0.006924
2024-08-09,2024-08-16,0.0192,0.2937,8.0167,0.637,3.4842,-0.1089,0.2451,-0.5054,0.6078,0.013138,0.014697,0.014703
2024-08-09,2024-08-30,0.0575,0.361,7.9886,0.1116,0.0001,-0.243,0.5,-0.0,0.1001,0.024771,0.009043,0.008952
2024-08-09,2024-08-23,0.0383,0.384,7.9707,0.0004,3.7366,-0.2339,0.4998,-0.0019,0.0973,0.007021,0.007297,0.007042
2024-08-09,2024-09-27,0.1342,0.5256,7.9603,0.0188,2.6875,-0.0401,0.4999,-0.0,0.099,0.009415,0.009497,0.009497
2024-08-16,2024-11-08,0.23,0.3939,1.0028,0.1041,0.9562,0.1771,0.4999,-0.0001,0.0994,0.003626,0.003825,0.001602
2024-08-16,2024-12-27,0.3641,0.1069,7.9988,0.5018,1.0193,0.3506,0.4999,-0.0001,0.0992,0.001443,0.001064,0.001084
2024-08-16,2024-09-27,0.115,0.4707,7.9367,0.0046,2.3965,-0.073,0.4999,-0.0002,0.099,0.004396,0.007473,0.004153
2024-08-16,2024-10-25,0.1916,0.1019,7.9991,0.4856,1.0243,0.3556,0.4999,-0.0002,0.0991,0.002608,0.002565,0.00257
2024-08-16,2024-08-30,0.0383,0.1883,7.9575,0.9108,5.0,-0.0659,0.4938,-0.1454,0.0001,0.015983,0.014064,0.013265
2024-08-16,2024-08-23,0.0192,0.2622,0.4928,0.0327,3.8231,0.0445,0.1038,-1.2641,1.1934,0.01299,0.019132,0.019132
2024-08-16,2024-09-06,0.0575,0.3704,7.9687,0.003,3.5054,-0.162,0.4998,-0.0015,0.0982,0.003617,0.003126,0.002901
2024-08-23,2024-12-27,0.345,0.3875,0.9968,0.4945,1.0224,0.1257,0.4999,-0.0001,0.0993,0.003995,0.003168,0.00317
2024-08-23,2024-10-25,0.1725,0.5215,7.9252,0.0931,2.3962,-0.054,0.4999,-0.0001,0.099,0.006012,0.005977,0.005805
2024-08-23,2024-09-27,0.0958,0.0374,7.9498,0.8878,3.7022,-0.1439,0.5114,0.1739,0.0001,0.005202,0.005294,0.005295
2024-08-23,2024-11-08,0.2108,0.401,1.0021,0.1037,0.9604,0.2181,0.4999,-0.0001,0.0994,0.003069,0.003006,0.002997
2024-08-23,2024-09-06,0.0383,0.0001,8.0368,1.8043,4.1699,-0.225,0.1503,0.2778,0.0667,0.007411,0.00739,0.005248
2024-08-23,2024-09-13,0.0575,0.3361,7.9566,0.0011,2.4457,-0.0662,0.4998,-0.002,0.0976,0.005666,0.004858,0.004155
2024-08-30,2024-11-29,0.2491,0.372,0.9961,0.0966,0.3896,0.5886,0.4999,-0.0001,0.0995,0.001831,0.001767,0.001769
2024-08-30,2024-09-06,0.0192,0.1402,8.3944,1.1934,4.5776,-0.2712,0.3055,0.1752,0.0807,0.010093,0.011927,0.005488
2024-08-30,2024-09-13,0.0383,0.016,8.0772,1.6255,4.7109,-0.3408,0.3467,0.1902,0.0954,0.009497,0.009032,0.009033
2024-08-30,2024-09-20,0.0575,0.0001,8.0243,1.3537,4.4898,-0.0955,0.4996,-0.0012,0.0964,0.009053,0.008305,0.008301
2024-08-30,2024-09-27,0.0767,0.1255,7.9423,0.7738,4.3099,-0.1654,0.4998,-0.0013,0.0985,0.003493,0.003031,0.003256
2024-08-30,2024-10-25,0.1533,0.0905,8.0007,0.5042,0.984,0.2485,0.4999,-0.0002,0.0991,0.004834,0.002192,0.00551
2024-08-30,2024-11-08,0.1916,0.3747,0.999,0.0953,1.0302,0.0956,0.4999,-0.0001,0.0994,0.002262,0.002498,0.002514
2024-08-30,2024-12-27,0.3258,0.3745,0.9989,0.495,1.0053,0.0148,0.4999,-0.0001,0.0993,0.002317,0.002776,0.002159
2024-09-06,2024-12-27,0.3066,0.4127,0.964,0.4711,1.2763,-0.0639,0.4976,0.0052,0.0993,0.003597,0.003575,0.003585
2024-09-06,2024-11-08,0.1725,0.4048,1.0002,0.1011,0.2729,0.2656,0.5003,-0.0159,0.1041,0.006312,0.004125,0.00412
2024-09-06,2024-11-29,0.23,0.4636,1.5319,0.6501,2.6032,-0.2476,0.4999,-0.0002,0.0989,0.003261,0.005047,0.002957
2024-09-06,2024-10-25,0.1342,0.3624,2.9514,0.1164,0.0001,-0.1489,0.5001,0.0034,0.1023,0.009877,0.006421,0.004638
2024-09-06,2024-09-20,0.0383,0.448,7.9603,0.0343,4.6581,-0.3007,0.4998,-0.0018,0.0985,0.011153,0.010848,0.01088
2024-09-06,2024-09-27,0.0575,0.4385,7.9204,0.1242,4.0173,-0.2512,0.4999,-0.0007,0.0991,0.011644,0.012223,0.011964
2024-09-06,2024-09-13,0.0192,0.3439,2.9498,0.0294,4.6437,-0.2287,0.4922,-1.0855,0.6777,0.028114,0.028822,0.028693
2024-09-13,2024-11-29,0.2108,0.3938,0.9998,0.0988,1.0063,0.0197,0.4999,-0.0001,0.0994,0.003437,0.003583,0.003578
2024-09-13,2024-11-08,0.1533,0.3989,2.9991,0.0949,0.3863,0.3707,0.4999,-0.0001,0.0994,0.002862,0.002244,0.001493
2024-09-13,2024-10-25,0.115,0.4056,7.9619,0.1314,3.1318,-0.0859,0.4999,-0.0002,0.099,0.002713,0.002545,0.002488
2024-09-13,2024-12-27,0.2875,0.7963,7.9994,0.0895,1.0111,0.0774,0.4999,-0.0001,0.0991,0.003454,0.002886,0.00172
2024-09-13,2024-09-27,0.0383,0.0034,8.0965,1.9004,4.1112,-0.2055,0.0482,-0.1557,0.771,0.003422,0.005672,0.004236
2024-09-13,2024-10-04,0.0575,0.0064,7.8911,1.3952,4.6511,-0.0821,0.4999,-0.0002,0.0992,0.003674,0.003548,0.003107
2024-09-20,2024-10-04,0.0383,0.0859,8.0158,1.3514,5.0,-0.0721,0.4856,-0.1117,0.0844,0.012616,0.011256,0.010759
2024-09-20,2024-10-11,0.0575,0.3284,7.9752,0.0098,3.2008,-0.0285,0.4999,-0.0009,0.0982,0.005883,0.005589,0.005589
2024-09-20,2024-10-25,0.0958,0.352,7.9626,0.1131,2.3487,-0.0547,0.4999,-0.0005,0.099,0.00433,0.004479,0.004479
2024-09-20,2024-11-08,0.1342,0.4322,2.9722,0.01,1.6917,-0.0517,0.4999,-0.0001,0.0993,0.00237,0.002407,0.002407
2024-09-20,2024-11-29,0.1916,0.3884,0.9808,0.0696,1.3737,0.0492,0.4999,-0.0001,0.0994,0.003208,0.003178,0.003176
2024-09-20,2024-12-27,0.2683,0.3861,0.9996,0.0966,0.3461,0.3249,0.4999,-0.0001,0.0995,0.00795,0.006026,0.006027
2024-09-27,2024-12-27,0.2491,0.4411,8.0293,0.312,3.1677,0.0461,0.4999,-0.0,0.0989,0.007465,0.007456,0.007455
2024-09-27,2024-11-29,0.1725,0.436,2.9673,0.0001,1.6144,-0.0186,0.4999,-0.0001,0.0992,0.003287,0.003413,0.003157
2024-09-27,2024-10-25,0.0767,0.3475,7.9638,0.0005,2.4333,-0.0301,0.4999,-0.0002,0.0986,0.00579,0.005788,0.003859
2024-09-27,2024-11-08,0.115,0.398,2.9731,0.0001,1.7825,-0.0145,0.4999,-0.0001,0.0993,0.006102,0.006093,0.006093
2024-09-27,2024-10-11,0.0383,0.2463,7.9639,0.2226,3.1942,-0.0238,0.4998,-0.0023,0.0973,0.006865,0.006554,0.00652
2024-09-27,2024-10-04,0.0192,0.2016,8.0003,0.0002,2.8471,0.0775,0.5311,-0.2624,0.3235,0.008034,0.012241,0.012185
2024-09-27,2024-10-18,0.0575,0.2273,7.9684,0.2584,2.3876,0.1178,0.4999,-0.0002,0.0993,0.004352,0.004463,0.004464
2024-10-04,2024-10-11,0.0192,0.1762,8.0326,0.9503,3.3574,-0.0701,0.0633,0.3094,0.0834,0.00763,0.009644,0.00883
2024-10-04,2024-10-18,0.0383,0.121,8.0162,0.9269,2.9932,-0.0806,0.023,-0.9141,1.0692,0.008249,0.008528,0.008677
2024-10-04,2024-10-25,0.0575,0.3163,7.9276,0.007,2.7003,-0.0442,0.4999,-0.0014,0.0981,0.005505,0.005319,0.005359
2024-10-04,2024-11-08,0.0958,0.4058,8.0,0.1025,1.0002,0.3004,0.4999,-0.0001,0.0993,0.004367,0.004297,0.003305
2024-10-04,2024-11-29,0.1533,0.376,2.9989,0.0879,1.0363,0.1938,0.4999,-0.0001,0.0993,0.004165,0.004141,0.004136
2024-10-04,2024-12-27,0.23,0.1139,7.9994,0.4875,1.0429,0.4243,0.4999,-0.0001,0.0991,0.002681,0.002884,0.002861
2024-10-11,2024-12-27,0.2108,0.6911,7.8169,0.0001,2.9059,-0.0056,0.4998,-0.0002,0.0977,0.00419,0.004284,0.003598
2024-10-11,2024-11-29,0.1342,0.515,7.946,0.0001,2.427,-0.0291,0.4999,-0.0002,0.0987,0.005269,0.005363,0.005364
2024-10-11,2024-11-08,0.0767,0.0791,7.9448,0.9501,2.9725,0.1355,0.4999,0.0002,0.0991,0.003524,0.003307,0.006613
2024-10-11,2024-11-01,0.0575,0.2324,7.963,0.1739,2.7427,0.1298,0.4999,-0.0002,0.0993,0.002143,0.002166,0.002335
2024-10-11,2024-10-18,0.0192,0.0934,8.0577,1.3385,4.3916,-0.2772,0.2699,0.1205,0.1064,0.007173,0.007985,0.010545
2024-10-11,2024-10-25,0.0383,0.2043,7.9796,0.2652,3.8296,-0.0035,0.4998,-0.002,0.0974,0.008747,0.008397,0.008398
2024-10-18,2024-10-25,0.0192,0.0001,8.1256,2.1253,1.6041,0.8707,2.0555,-0.0575,0.1704,0.018848,0.027371,0.020648
2024-10-18,2024-11-01,0.0383,0.2356,7.9345,0.1487,3.7482,0.0546,0.4984,-0.005,0.083,0.008309,0.007804,0.007804
2024-10-18,2024-11-08,0.0575,0.3969,7.9668,0.0001,2.8458,0.1327,0.4999,0.0,0.0993,0.004041,0.004213,0.004213
2024-10-18,2024-11-29,0.115,0.0379,7.9141,0.8761,3.88,0.0312,0.4999,-0.0,0.099,0.007983,0.007679,0.007679
2024-10-18,2024-12-27,0.1916,0.4298,2.9589,0.0001,1.7354,0.08,0.4999,0.0,0.0991,0.003951,0.003767,0.003767
2024-10-25,2025-03-28,0.4216,0.8021,7.9986,0.0952,0.3532,0.3419,0.4999,-0.0001,0.0992,0.00481,0.001184,0.001189
2024-10-25,2025-01-31,0.2683,0.3764,2.9969,0.0708,0.4664,0.6445,0.4999,-0.0001,0.0993,0.003693,0.003937,0.003531
2024-10-25,2024-12-27,0.1725,0.1221,7.9983,0.489,1.0449,0.4264,0.4999,-0.0001,0.0991,0.003814,0.003126,0.002688
2024-10-25,2024-11-15,0.0575,0.3396,7.9981,0.0727,1.1715,0.3812,0.5059,-0.0787,0.2926,0.005177,0.005044,0.004764
2024-10-25,2024-11-08,0.0383,0.4097,7.9765,0.0001,3.2666,0.1019,0.4999,-0.0001,0.0994,0.007693,0.007462,0.007462
2024-10-25,2024-11-29,0.0958,0.4478,7.9738,0.0001,2.0037,0.0933,0.4999,-0.0002,0.0991,0.004768,0.004755,0.004766
2024-10-25,2024-11-01,0.0192,0.0088,8.031,1.7728,3.7704,0.4608,0.632,-0.4684,0.3194,0.012253,0.015757,0.014625
2024-11-01,2024-11-08,0.0192,0.5212,7.919,0.174,4.3544,-0.0653,0.1206,-1.5031,1.4114,0.009376,0.010796,0.010796
2024-11-01,2024-11-15,0.0383,0.1674,0.2214,0.0539,2.7277,0.9717,1.2378,-1.9969,0.0001,0.10399,0.137885,0.113212
2024-11-01,2024-11-22,0.0575,0.3543,2.9984,0.0914,1.1289,0.3168,0.5075,-0.0478,0.2614,0.00561,0.006229,0.00688
2024-11-01,2024-11-29,0.0767,0.3941,2.9803,0.022,1.9896,0.0953,0.4999,-0.0001,0.0994,0.004471,0.004524,0.004533
2024-11-01,2024-12-27,0.1533,0.3602,3.0002,0.0876,1.0148,0.1281,0.4999,-0.0001,0.0994,0.00531,0.005696,0.004919
2024-11-01,2025-01-31,0.2491,0.4424,2.9356,0.0001,1.9891,0.0055,0.4908,-0.2027,0.1279,0.003042,0.004571,0.00232
2024-11-01,2025-03-28,0.4025,0.7957,7.9976,0.0736,1.0286,0.2376,0.4999,-0.0001,0.0992,0.00486,0.003465,0.00342
2024-11-08,2024-11-29,0.0575,0.2571,7.9645,0.21,2.2939,0.0565,0.4999,-0.0001,0.0993,0.013705,0.013848,0.013848
2024-11-08,2025-01-31,0.23,0.004,8.0228,0.4744,0.5483,0.9077,0.4999,-0.0001,0.0992,0.005681,0.005623,0.005636
2024-11-08,2024-12-27,0.1342,0.4538,7.9712,0.0001,1.768,0.0262,0.4999,-0.0001,0.0987,0.005004,0.005267,0.005267
2024-11-08,2024-11-22,0.0383,0.2801,7.9869,0.0469,2.4925,0.0663,0.4986,-0.0074,0.0746,0.011048,0.011092,0.011099
2024-11-08,2024-11-15,0.0192,0.0048,8.4921,2.5729,3.617,0.5157,0.105,-2.0,1.2601,0.01719,0.022592,0.022592
2024-11-15,2024-12-06,0.0575,0.5068,7.8862,0.0001,4.5241,-0.2124,0.4999,-0.0003,0.0991,0.008277,0.011471,0.011771
2024-11-15,2024-12-27,0.115,0.278,2.9811,0.0004,2.1714,-0.5958,2.5785,0.2205,0.0001,0.007498,0.009371,0.009371
2024-11-15,2025-01-31,0.2108,0.2847,3.0062,0.0001,0.8447,0.999,0.8848,-0.4555,0.174,0.006625,0.009564,0.005719
2024-11-15,2025-03-28,0.3641,0.9212,7.8777,0.0001,2.4028,-0.0493,0.4652,-0.0307,0.3468,0.001197,0.001227,0.001244
2024-11-22,2024-12-06,0.0383,0.303,0.9367,0.2481,5.0,-0.1881,6.032,0.1361,0.0003,0.011532,0.013271,0.013271
2024-11-22,2025-03-28,0.345,0.3611,8.1226,0.4394,3.667,0.1184,0.4999,-0.0001,0.099,0.002586,0.002573,0.002573
2024-11-22,2025-01-31,0.1916,0.2704,0.8554,0.0001,3.0526,-0.385,4.1678,0.2042,0.0001,0.005658,0.007116,0.007116
2024-11-22,2024-12-13,0.0575,0.24,2.8115,2.5625,5.0,-0.0276,0.4999,-0.0001,0.0994,0.005598,0.005342,0.005301
2024-11-22,2024-12-27,0.0958,0.4111,0.9515,0.0469,2.6677,0.0668,0.4999,0.0001,0.0994,0.012739,0.011751,0.011751
2024-11-29,2025-02-28,0.2491,0.3993,0.9633,0.0506,1.4702,0.047,0.4999,-0.0001,0.0993,0.004301,0.004445,0.004442
2024-11-29,2025-01-31,0.1725,0.4345,2.9718,0.0138,1.608,0.1358,0.4999,0.0002,0.0993,0.00326,0.003288,0.003288
2024-11-29,2024-12-27,0.0767,0.0001,8.0958,0.5396,4.9358,-0.7606,12.6464,0.124,0.0001,0.005766,0.011299,0.011299
2024-11-29,2025-03-28,0.3258,0.7885,8.0024,0.0948,0.9778,0.1786,0.4999,-0.0001,0.0991,0.005174,0.002893,0.002895
2024-11-29,2024-12-13,0.0383,0.3072,7.9417,0.3398,5.0,-0.015,0.607,0.101,0.0001,0.007937,0.007891,0.007891
2024-11-29,2024-12-20,0.0575,0.1554,7.9871,1.0159,5.0,-0.0268,1.1884,-0.0985,0.0001,0.007599,0.007232,0.00707
2024-12-06,2024-12-13,0.0192,0.247,8.013,0.5837,3.5794,0.2248,0.4004,-1.0636,0.7936,0.018854,0.026373,0.026373
2024-12-06,2024-12-20,0.0383,0.0068,8.4905,2.1526,4.0791,0.3072,0.4958,-0.075,0.0001,0.023064,0.021937,0.01543
2024-12-06,2024-12-27,0.0575,0.1313,3.005,1.3661,5.0,-0.4277,6.2572,0.1448,0.0001,0.010153,0.014188,0.014188
2024-12-06,2025-01-31,0.1533,0.4719,2.9409,0.0001,2.33,0.0018,0.4999,-0.0001,0.0992,0.008992,0.009145,0.008664
2024-12-06,2025-02-28,0.23,0.3715,0.9976,0.0927,1.0449,0.2861,0.4999,-0.0001,0.0994,0.0048,0.004779,0.004576
2024-12-06,2025-03-28,0.3066,1.0716,7.8218,0.0001,3.2999,0.0181,0.4996,0.0005,0.0958,0.00401,0.004074,0.00213
2024-12-13,2025-01-31,0.1342,0.4509,2.9585,0.0001,2.1086,0.0308,0.4999,-0.0001,0.0992,0.003005,0.002896,0.002891
2024-12-13,2025-02-28,0.2108,0.3893,1.0023,0.1022,0.9633,0.2235,0.4999,-0.0001,0.0994,0.002604,0.00263,0.002686
2024-12-13,2025-03-28,0.2875,1.0741,7.8202,0.0001,3.4164,-0.0004,0.4996,0.0001,0.0963,0.001895,0.001857,0.001857
2024-12-13,2025-01-03,0.0575,0.4098,7.9624,0.0086,3.5851,0.0106,0.4999,-0.0002,0.0993,0.004262,0.004496,0.005821
2024-12-13,2024-12-27,0.0383,0.2899,8.0156,0.3319,4.4605,0.0914,0.1868,-0.4839,0.1045,0.016981,0.017717,0.017717
2024-12-20,2025-01-03,0.0383,0.4161,7.9619,0.0136,5.0,-0.0708,0.4999,-0.001,0.099,0.014987,0.014727,0.014092
2024-12-20,2025-01-10,0.0575,0.4403,7.9486,0.0085,3.877,-0.0862,0.5051,0.172,0.0002,0.011545,0.011966,0.011681
2024-12-20,2025-01-31,0.115,0.4038,2.9993,0.0975,1.0227,0.349,0.4999,-0.0001,0.0994,0.009877,0.009903,0.009988
2024-12-20,2025-02-28,0.1916,0.4015,1.0015,0.1028,0.9663,0.2374,0.4999,-0.0001,0.0995,0.006658,0.00666,0.00663
2024-12-20,2025-03-28,0.2683,0.43,0.907,0.4259,1.8121,0.0149,0.4999,0.0,0.0993,0.008168,0.008241,0.008241
2024-12-27,2025-03-28,0.2491,0.4227,0.8874,0.4047,1.9632,0.0319,0.4999,0.0,0.0993,0.005442,0.005249,0.005249
2024-12-27,2025-02-28,0.1725,0.4499,0.9222,0.0523,2.2794,-0.0103,0.4999,-0.0,0.0993,0.003185,0.003322,0.003325
2024-12-27,2025-01-31,0.0958,0.451,2.947,0.0224,3.0308,-0.0502,0.4999,-0.0,0.0993,0.005953,0.006483,0.005523
2024-12-27,2025-01-03,0.0192,0.1648,0.1776,0.0439,3.0215,0.8423,1.1485,-1.9765,0.0001,0.065489,0.112409,0.107857
2024-12-27,2025-01-10,0.0383,0.397,7.9917,0.0037,4.3238,0.0099,0.4999,-0.0001,0.099,0.011254,0.011586,0.011586
2024-12-27,2025-01-17,0.0575,0.0001,7.9892,0.9108,4.138,0.9266,0.837,-1.5193,0.382,0.027525,0.041593,0.041593
2025-01-03,2025-02-28,0.1533,0.3717,0.9973,0.0935,1.0794,0.4675,0.5,-0.0001,0.0995,0.005446,0.005289,0.005804
2025-01-03,2025-03-28,0.23,0.4364,0.9548,0.0601,1.7162,0.163,0.5002,-0.1326,0.1267,0.002843,0.003047,0.003048
2025-01-03,2025-01-31,0.0767,0.1125,2.9073,1.6986,5.0,-0.2046,5.2032,0.1372,0.0001,0.005,0.007595,0.007595
2025-01-03,2025-06-27,0.4791,0.2969,1.175,0.5702,0.3377,0.9577,0.4999,-0.0001,0.0993,0.005512,0.005798,0.005403
2025-01-03,2025-01-17,0.0383,0.3436,7.9751,0.0176,3.7444,-0.0345,0.4999,-0.0012,0.0976,0.007103,0.008024,0.011674
2025-01-03,2025-01-24,0.0575,0.413,7.9603,0.0001,3.2576,0.0004,0.4999,-0.0001,0.0992,0.005772,0.006138,0.006092
2025-01-10,2025-01-17,0.0192,0.3024,8.0118,0.3186,4.2183,-0.2091,0.038,0.4837,0.2164,0.008012,0.011712,0.007959
2025-01-10,2025-01-24,0.0383,0.1073,8.0026,1.7257,4.9998,-0.1713,0.4998,-0.0017,0.099,0.006578,0.00586,0.005854
2025-01-10,2025-01-31,0.0575,0.4322,7.9408,0.0011,3.3972,-0.0871,0.4999,-0.0007,0.0989,0.005653,0.005674,0.005684
2025-01-10,2025-02-28,0.1342,0.3825,2.9998,0.0941,1.0147,0.3214,0.4999,-0.0001,0.0994,0.004244,0.004199,0.003767
2025-01-10,2025-03-28,0.2108,0.3998,0.9727,0.0646,1.4316,0.1115,0.4999,-0.0,0.0994,0.004406,0.004303,0.004303
2025-01-10,2025-06-27,0.46,0.0898,7.9983,0.464,1.0137,0.1817,0.4999,-0.0001,0.0992,0.008707,0.002956,0.002984
2025-01-17,2025-06-27,0.4408,0.0952,7.9983,0.478,1.0168,0.2201,0.4999,-0.0001,0.0992,0.00701,0.002812,0.002812
2025-01-17,2025-03-28,0.1916,0.407,0.9183,0.4325,1.9602,0.0925,0.4999,-0.0,0.0994,0.004861,0.004699,0.004699
2025-01-17,2025-02-28,0.115,0.4074,0.9704,0.0682,1.913,0.1123,0.4999,-0.0001,0.0995,0.003848,0.004047,0.003904
2025-01-17,2025-02-07,0.0575,0.4264,2.9746,0.0684,3.253,0.0661,0.4999,-0.0001,0.0994,0.005749,0.007879,0.005114
2025-01-17,2025-01-24,0.0192,0.3524,0.755,0.0963,4.1902,0.2664,0.3433,-0.4559,0.4328,0.011311,0.01416,0.013577
2025-01-24,2025-01-31,0.0192,0.2959,0.1507,0.0121,3.0735,0.3067,0.1565,-1.0158,1.1454,0.025535,0.031719,0.026659
2025-01-24,2025-02-07,0.0383,0.395,7.9737,0.0353,3.911,0.1056,0.4953,-0.028,0.06,0.008664,0.007433,0.006993
2025-01-24,2025-02-14,0.0575,0.428,7.9728,0.0001,3.1357,0.0381,0.4999,-0.0002,0.0993,0.006092,0.005748,0.007816
2025-01-24,2025-02-28,0.0958,0.3862,2.99,0.0044,1.828,0.2332,0.4999,-0.0001,0.0994,0.004145,0.004426,0.005192
2025-01-24,2025-03-28,0.1725,0.3977,0.9674,0.0586,1.6275,0.0749,0.4999,-0.0001,0.0994,0.003101,0.003256,0.003257
2025-01-24,2025-06-27,0.4216,0.449,0.9546,0.082,1.2189,0.0886,0.4999,0.0001,0.0991,0.001141,0.002705,0.001131
2025-01-31,2025-03-28,0.1533,0.411,2.9605,0.0001,1.934,0.07,0.4999,-0.0,0.0992,0.004383,0.0043,0.004299
2025-01-31,2025-04-25,0.23,0.107,7.9965,0.4693,1.0551,0.4265,0.4999,-0.0002,0.0991,0.00211,0.00216,0.002149
2025-01-31,2025-02-28,0.0767,0.3731,7.9742,0.0001,2.3129,0.102,0.4999,-0.0002,0.0992,0.005114,0.004765,0.004765
2025-01-31,2025-06-27,0.4025,0.3946,0.9989,0.0965,1.0132,0.1223,0.4999,-0.0001,0.0993,0.001954,0.002403,0.001994
2025-01-31,2025-02-14,0.0383,0.0576,8.0802,1.5016,4.8945,0.0025,0.4929,-0.0193,0.0001,0.004369,0.003806,0.003446
2025-01-31,2025-02-07,0.0192,0.1912,8.1855,0.6873,3.9136,-0.2133,0.0903,0.2424,0.0776,0.006065,0.008003,0.010201
2025-01-31,2025-02-21,0.0575,0.3295,7.9747,0.0643,3.1274,-0.069,0.4929,-0.0581,0.0338,0.00438,0.003116,0.003098
2025-02-07,2025-04-25,0.2108,0.1105,7.9954,0.4592,1.0739,0.4561,0.4999,-0.0002,0.0992,0.005605,0.005211,0.0031
2025-02-07,2025-03-28,0.1342,0.5143,7.9457,0.0001,2.4537,-0.1161,0.4999,-0.0001,0.0987,0.0055,0.004911,0.004911
2025-02-07,2025-06-27,0.3833,0.404,0.9839,0.0783,1.1347,0.0346,0.4981,0.0038,0.0922,0.002181,0.002091,0.002094
2025-02-07,2025-02-21,0.0383,0.3108,8.0222,0.0048,3.8701,-0.2294,0.4997,-0.003,0.0961,0.007738,0.007836,0.007674
