date,expiry,T,heston_v0,heston_kappa,heston_theta,heston_sigma_v,heston_rho,heston_rmse,sabr_rmse,js_rmse
2025-08-29,2025-10-31,0.1725,0.112,1.0138,0.5208,0.0001,0.0381,0.008841,0.005188,0.005188
2025-08-29,2025-09-26,0.0767,0.164,2.9392,0.2388,2.5566,-0.2861,0.01457,0.01127,0.01127
2025-08-29,2025-11-28,0.2491,0.1571,0.9552,0.4405,1.3561,-0.2767,0.003904,0.003624,0.003625
2025-08-29,2025-09-12,0.0383,0.1886,2.941,0.3726,5.0,-0.4843,0.014429,0.007505,0.00455
2025-08-29,2025-09-05,0.0192,0.0001,3.5042,3.5792,3.905,0.423,0.04331,0.027185,0.013312
2025-08-29,2025-09-19,0.0575,0.1617,2.9321,0.2151,2.5968,-0.3478,0.008553,0.007389,0.00715
2025-09-05,2025-09-12,0.0192,0.0264,8.0328,1.7751,5.0,-0.1148,0.032964,0.019455,0.011578
2025-09-05,2025-09-19,0.0383,0.1275,2.974,0.3925,1.9069,-0.2288,0.006252,0.005995,0.006029
2025-09-05,2025-09-26,0.0575,0.0945,7.9278,0.5752,5.0,-0.472,0.010505,0.007724,0.007711
2025-09-05,2025-10-31,0.1533,0.1285,0.9796,0.472,1.1348,-0.3091,0.004602,0.004268,0.003608
2025-09-05,2025-11-28,0.23,0.1455,0.963,0.4689,1.4599,-0.2073,0.009051,0.007675,0.007675
2025-09-05,2025-12-26,0.3066,0.1455,0.9335,0.4661,1.1509,-0.1733,0.003323,0.002565,0.002565
2025-09-12,2025-11-28,0.2108,0.0981,0.9999,0.4998,0.3,0.0,0.005042,0.002047,0.00205
2025-09-12,2025-10-31,0.1342,0.1138,0.9708,0.4584,1.285,-0.2262,0.002792,0.002215,0.00225
2025-09-12,2025-12-26,0.2875,0.1301,0.9586,0.4454,0.9966,-0.1462,0.001224,0.001137,0.001157
2025-09-12,2025-09-26,0.0383,0.0012,3.1323,2.0974,5.0,-0.1897,0.014868,0.009715,0.009721
2025-09-12,2025-09-19,0.0192,0.0002,3.4078,3.5907,4.9724,-0.1952,0.01726,0.016428,0.015558
2025-09-12,2025-10-03,0.0575,0.1033,0.968,0.4487,1.6993,-0.1776,0.003979,0.003639,0.003793
2025-09-19,2025-10-03,0.0383,0.1013,0.98,0.0339,2.178,-0.1475,0.004317,0.003982,0.003655
2025-09-19,2025-10-10,0.0575,0.1183,0.9689,0.0039,2.2857,-0.2112,0.003987,0.002774,0.003094
2025-09-19,2025-10-31,0.115,0.1155,0.9358,0.4122,1.6997,-0.2274,0.005394,0.004176,0.004038
2025-09-19,2025-11-28,0.1916,0.1197,0.9554,0.4347,1.3132,-0.1652,0.002082,0.001968,0.001973
2025-09-19,2025-12-26,0.2683,0.0983,0.9942,0.4917,0.4019,0.1925,0.003341,0.002447,0.000312
2025-09-26,2025-12-26,0.2491,0.1577,0.9555,0.457,1.3495,-0.295,0.003005,0.002313,0.002333
2025-09-26,2025-11-28,0.1725,0.2059,2.9042,0.0841,1.8747,-0.3166,0.004588,0.003278,0.003279
2025-09-26,2025-10-31,0.0958,0.1414,0.919,0.3892,2.0894,-0.3257,0.005839,0.004471,0.004471
2025-09-26,2025-10-17,0.0575,0.1375,2.9393,0.1967,2.4178,-0.3336,0.004562,0.00406,0.005851
2025-09-26,2025-10-03,0.0192,0.0341,3.4593,2.8159,5.0,-0.2214,0.01764,0.014041,0.009795
2025-09-26,2025-10-10,0.0383,0.0001,2.4146,3.1227,5.0,-0.2991,0.016451,0.012557,0.006835
2025-10-03,2025-10-10,0.0192,0.0598,7.9407,0.9804,4.7871,-0.1451,0.017593,0.017921,0.017921
2025-10-03,2025-10-17,0.0383,0.125,2.9455,0.2847,2.6305,-0.0609,0.009226,0.017017,0.008591
2025-10-03,2025-10-24,0.0575,0.1249,2.9452,0.2635,2.1849,-0.037,0.004673,0.00439,0.004663
2025-10-03,2025-10-31,0.0767,0.14,2.9331,0.2204,2.1965,-0.0917,0.009171,0.007882,0.00687
2025-10-03,2025-11-28,0.1533,0.1774,2.9684,0.1402,1.7982,-0.1619,0.00593,0.005793,0.005793
2025-10-03,2025-12-26,0.23,0.1509,0.9927,0.4824,1.3907,-0.1553,0.00254,0.002303,0.002309
2025-10-03,2026-03-27,0.4791,0.1551,1.0304,0.4282,1.1033,-0.1345,0.001777,0.001696,0.001697
2025-10-10,2025-12-26,0.2108,0.5307,7.9346,0.0001,1.9986,-0.4716,0.021069,0.021159,0.021142
2025-10-10,2025-11-28,0.1342,0.177,2.9398,0.3865,1.8505,-0.3742,0.022739,0.02294,0.022939
2025-10-10,2026-03-27,0.46,0.3745,8.0098,0.1363,0.0071,-0.0129,0.011894,0.007053,0.007039
2025-10-10,2025-10-24,0.0383,0.1311,8.0033,0.5328,0.0001,0.0193,0.078511,0.051563,0.051563
2025-10-10,2025-10-31,0.0575,0.3778,7.9599,0.0875,3.145,-0.6048,0.048769,0.049391,0.049252
2025-10-10,2025-10-17,0.0192,0.3148,7.9979,0.0418,1.6248,-0.999,0.140013,0.081817,0.058361
2025-10-17,2025-10-24,0.0192,0.2928,7.864,0.0001,4.1463,-0.2424,0.056453,0.033949,0.021053
2025-10-17,2025-10-31,0.0383,0.342,8.004,0.0001,5.0,-0.3389,0.016738,0.013725,0.01168
2025-10-17,2025-11-07,0.0575,0.1446,8.0025,0.5429,0.0001,0.0004,0.031206,0.004388,0.004348
2025-10-17,2025-11-28,0.115,0.3911,7.9394,0.0001,2.588,-0.2733,0.004937,0.004938,0.00467
2025-10-17,2025-12-26,0.1916,0.5181,7.9473,0.0154,2.222,-0.3218,0.004939,0.004779,0.00488
2025-10-17,2026-03-27,0.4408,0.341,3.025,0.1268,0.9262,-0.1606,0.002581,0.003141,0.003125
2025-10-24,2025-12-26,0.1725,0.1911,2.9759,0.3645,1.7933,-0.2542,0.003573,0.003279,0.003283
2025-10-24,2026-03-27,0.4216,0.3253,3.0103,0.1119,0.9261,-0.2069,0.001823,0.001814,0.001306
2025-10-24,2025-11-28,0.0958,0.3131,7.8843,0.0024,2.6245,-0.2752,0.004562,0.004999,0.004344
2025-10-24,2025-11-07,0.0383,0.1361,7.9965,0.4617,0.79,-0.7964,0.011767,0.006114,0.005928
2025-10-24,2025-11-14,0.0575,0.1024,8.0002,0.5045,0.9962,-0.4421,0.008389,0.008472,0.006268
2025-10-31,2025-11-07,0.0192,0.1161,7.9983,0.9415,5.0,-0.2606,0.033757,0.030891,0.024498
2025-10-31,2025-11-14,0.0383,0.1828,7.9011,0.3796,5.0,-0.4111,0.02825,0.027323,0.026514
2025-10-31,2025-11-21,0.0575,0.2413,7.9537,0.0222,2.5893,-0.3506,0.004452,0.004247,0.004049
2025-10-31,2025-11-28,0.0767,0.0001,7.865,0.8111,4.7934,-0.2794,0.022416,0.022859,0.020556
2025-10-31,2025-12-26,0.1533,0.0268,3.1047,1.09,3.0879,-0.4482,0.061292,0.060828,0.060828
2025-10-31,2026-01-30,0.2491,0.2588,2.8913,0.1942,1.7771,-0.2618,0.001717,0.001348,0.001355
2025-10-31,2026-03-27,0.4025,0.4304,2.9802,0.0001,1.4165,-0.2177,0.000605,0.000594,0.000594
2025-11-07,2025-12-26,0.1342,0.0182,8.4996,0.5677,3.5237,-0.3509,0.021698,0.021635,0.021634
2025-11-07,2026-01-30,0.23,0.0657,3.0099,0.541,0.0001,-0.2711,0.005097,0.002155,0.002171
2025-11-07,2026-03-27,0.3833,0.3755,8.0083,0.1389,0.0017,0.0081,0.006953,0.002104,0.002108
2025-11-07,2025-11-28,0.0575,0.1765,7.8755,0.5018,5.0,-0.3312,0.014765,0.013953,0.013953
2025-11-07,2025-11-14,0.0192,0.3368,0.1,0.0001,5.0,-0.4842,0.158249,0.149545,0.159921
2025-11-07,2025-11-21,0.0383,0.2937,7.7936,0.0001,5.0,-0.4203,0.015958,0.009054,0.00904
2025-11-14,2025-11-21,0.0192,0.2822,7.9736,0.0001,5.0,0.0186,0.043794,0.02867,0.024304
2025-11-14,2025-11-28,0.0383,0.2057,7.9088,0.519,5.0,-0.2368,0.019594,0.015223,0.012856
2025-11-14,2025-12-05,0.0575,0.0022,7.869,1.2816,5.0,-0.3221,0.011789,0.010485,0.010316
2025-11-14,2025-12-26,0.115,0.3865,7.9327,0.0001,2.3612,-0.3012,0.013992,0.013745,0.013745
2025-11-14,2026-01-30,0.2108,0.5114,7.9656,0.0001,1.7702,-0.2333,0.005738,0.005629,0.005683
2025-11-14,2026-03-27,0.3641,0.2116,2.9474,0.3385,1.378,-0.2673,0.002819,0.002796,0.002801
2025-11-21,2026-03-27,0.345,0.414,2.995,0.084,0.4749,-0.6065,0.004388,0.002922,0.002922
2025-11-21,2026-01-30,0.1916,0.097,8.0,0.4992,0.9988,-0.467,0.008223,0.014728,0.006327
2025-11-21,2025-12-26,0.0958,0.5301,7.9823,0.0019,2.9163,-0.3772,0.009155,0.009105,0.009104
2025-11-21,2025-12-05,0.0383,0.4881,7.9397,0.0001,5.0,-0.3549,0.024004,0.022739,0.022739
2025-11-21,2025-11-28,0.0192,0.4628,0.1,0.0001,5.0,-0.1313,0.052507,0.030346,0.025539
2025-11-21,2025-12-12,0.0575,0.5137,7.8995,0.0001,4.5503,-0.3775,0.010672,0.010721,0.010746
2025-11-28,2025-12-05,0.0192,0.1062,7.9608,1.2757,5.0,0.0137,0.039316,0.019273,0.008809
2025-11-28,2025-12-12,0.0383,0.2703,7.9411,0.0603,3.972,-0.2733,0.008761,0.007475,0.007719
2025-11-28,2025-12-19,0.0575,0.2915,7.9292,0.0604,2.9885,-0.2633,0.009733,0.003866,0.003631
2025-11-28,2025-12-26,0.0767,0.0133,7.786,1.0032,4.9091,-0.3184,0.010783,0.009662,0.009658
2025-11-28,2026-01-30,0.1725,0.1144,3.0101,0.5472,0.0001,-0.0137,0.014965,0.004515,0.004302
2025-11-28,2026-02-27,0.2491,0.1141,2.9964,0.487,0.4112,-0.5651,0.006315,0.003293,0.003215
2025-11-28,2026-03-27,0.3258,0.2009,2.9551,0.3527,1.3606,-0.3078,0.003424,0.003408,0.003411
2025-12-05,2026-02-27,0.23,0.1088,2.9948,0.477,0.4522,-0.5913,0.006417,0.00247,0.002359
2025-12-05,2026-03-27,0.3066,0.0819,3.0017,0.5059,0.9805,-0.4035,0.002919,0.000791,0.000786
2025-12-05,2026-01-30,0.1533,0.4376,7.9485,0.0066,2.2822,-0.4113,0.004528,0.004189,0.00419
2025-12-05,2025-12-12,0.0192,0.2618,7.9982,0.0631,1.4913,0.1016,0.029159,0.008986,0.006561
2025-12-05,2025-12-19,0.0383,0.17,8.0781,0.8764,4.8228,-0.3686,0.011156,0.008914,0.008792
2025-12-05,2025-12-26,0.0575,0.0025,8.113,1.2629,4.8701,-0.3712,0.006554,0.005788,0.005456
2025-12-12,2025-12-19,0.0192,0.2371,7.9962,0.0001,5.0,-0.3587,0.017296,0.016055,0.009933
2025-12-12,2025-12-26,0.0383,0.1226,7.9131,0.7266,5.0,-0.2473,0.014512,0.011209,0.011189
2025-12-12,2026-01-02,0.0575,0.0925,7.9999,0.4981,0.3001,-0.5001,0.007802,0.002399,0.002486
2025-12-12,2026-01-30,0.1342,0.2105,2.9423,0.2601,1.8931,-0.3925,0.003293,0.002601,0.002601
2025-12-12,2026-02-27,0.2108,0.0865,3.0025,0.5117,0.9804,-0.3215,0.004049,0.002538,0.002587
2025-12-12,2026-03-27,0.2875,0.6004,7.9111,0.0047,2.341,-0.3161,0.001538,0.001548,0.001548
2025-12-19,2026-03-27,0.2683,0.3599,8.005,0.1112,0.9412,-0.2782,0.003049,0.00072,0.000743
2025-12-19,2026-02-27,0.1916,0.1133,2.9971,0.4922,0.3861,-0.5458,0.004686,0.002004,0.001968
2025-12-19,2026-01-30,0.115,0.3673,7.9359,0.0001,2.4559,-0.3132,0.003638,0.00352,0.003649
2025-12-19,2026-01-02,0.0383,0.1243,7.9609,0.8313,5.0,-0.261,0.007657,0.005693,0.005413
2025-12-19,2026-01-09,0.0575,0.1053,8.0031,0.5393,0.0001,0.0028,0.009561,0.004341,0.005077
2025-12-26,2026-01-02,0.0192,0.1482,7.9707,0.0001,1.5769,0.999,0.038274,0.015856,0.007351
2025-12-26,2026-01-09,0.0383,0.0029,7.8981,1.2771,4.8986,-0.3313,0.005205,0.005066,0.004266
2025-12-26,2026-01-16,0.0575,0.2168,7.988,0.0001,2.1551,-0.2759,0.005557,0.009095,0.005337
2025-12-26,2026-01-30,0.0958,0.0001,6.1484,0.7855,3.5595,-0.2656,0.005139,0.004161,0.004157
2025-12-26,2026-02-27,0.1725,0.1698,2.9905,0.2756,1.5316,-0.2773,0.003769,0.003742,0.003799
2025-12-26,2026-03-27,0.2491,0.2109,2.9397,0.1977,1.575,-0.2811,0.001721,0.001815,0.001806
2026-01-02,2026-03-27,0.23,0.1192,2.9886,0.3903,1.2135,-0.1678,0.001992,0.002006,0.001913
2026-01-02,2026-06-26,0.4791,0.3269,3.0104,0.1069,0.9328,-0.2116,0.001145,0.001063,0.001121
2026-01-02,2026-02-27,0.1533,0.1804,2.9247,0.277,1.6553,-0.2032,0.002324,0.002183,0.002307
2026-01-02,2026-01-09,0.0192,0.1837,7.9422,0.1961,5.0,-0.0123,0.011568,0.041346,0.011753
2026-01-02,2026-01-23,0.0575,0.0898,7.9973,0.4678,1.0716,0.2412,0.006664,0.00705,0.007139
2026-01-02,2026-01-16,0.0383,0.1747,7.9671,0.1866,2.7401,0.013,0.004402,0.003492,0.002493
2026-01-02,2026-01-30,0.0767,0.0059,7.9104,0.7584,3.6703,-0.1499,0.003885,0.002981,0.00296
2026-01-09,2026-03-27,0.2108,0.1448,2.9508,0.335,1.3424,-0.1924,0.007163,0.007162,0.007162
2026-01-09,2026-02-27,0.1342,0.1567,2.9635,0.3739,1.8384,-0.2444,0.002926,0.002835,0.002838
2026-01-09,2026-06-26,0.46,0.3397,3.0077,0.0944,0.9601,-0.2927,0.002593,0.002599,0.001955
2026-01-09,2026-01-23,0.0383,0.0078,7.9533,1.1968,4.8152,-0.2855,0.005087,0.005022,0.004499
2026-01-09,2026-01-16,0.0192,0.1121,7.9758,0.8423,5.0,-0.3158,0.011359,0.009135,0.008042
2026-01-09,2026-01-30,0.0575,0.0034,8.0221,0.8909,4.2625,-0.2285,0.008855,0.007633,0.007633
2026-01-16,2026-01-23,0.0192,0.065,7.9634,1.1566,5.0,-0.2999,0.027411,0.02675,0.02601
2026-01-16,2026-01-30,0.0383,0.0012,7.9696,1.1438,4.831,-0.2656,0.011307,0.00956,0.008491
2026-01-16,2026-02-06,0.0575,0.1015,2.9986,0.4936,0.4113,0.3634,0.007644,0.003986,0.00395
2026-01-16,2026-02-27,0.115,0.1216,2.9695,0.397,1.6651,-0.2058,0.004418,0.004198,0.004225
2026-01-16,2026-03-27,0.1916,0.1428,2.9963,0.2907,1.4261,-0.2273,0.003132,0.002659,0.00266
2026-01-16,2026-06-26,0.4408,0.2544,8.0402,0.1768,0.2928,-0.9674,0.003006,0.002092,0.001952
2026-01-23,2026-03-27,0.1725,0.1141,1.0107,0.5175,0.0376,0.0794,0.009275,0.004298,0.00551
2026-01-23,2026-02-27,0.0958,0.1641,2.9168,0.1381,2.1557,-0.3063,0.006014,0.00504,0.00504
2026-01-23,2026-06-26,0.4216,0.4201,7.9955,0.0998,0.449,-0.5942,0.003177,0.002498,0.002509
2026-01-23,2026-02-06,0.0383,0.1098,3.1458,1.2011,5.0,-0.4156,0.015591,0.01094,0.007829
2026-01-23,2026-02-13,0.0575,0.1459,2.9347,0.2215,2.4424,-0.2871,0.004716,0.004416,0.004658
2026-01-30,2026-02-06,0.0192,0.231,7.9843,0.0001,5.0,-0.2081,0.027674,0.017722,0.013209
2026-01-30,2026-02-13,0.0383,0.2863,7.9204,0.0001,5.0,-0.4796,0.01748,0.012458,0.012391
2026-01-30,2026-02-20,0.0575,0.2634,7.9353,0.0001,2.9249,-0.4488,0.007486,0.007322,0.007599
2026-01-30,2026-02-27,0.0767,0.2613,7.9365,0.0019,2.7069,-0.3234,0.006017,0.006359,0.00459
2026-01-30,2026-03-27,0.1533,0.203,2.9282,0.1989,1.8826,-0.3586,0.005552,0.005217,0.005217
2026-01-30,2026-04-24,0.23,0.2095,2.9344,0.1985,1.5828,-0.3158,0.003163,0.003088,0.003112
2026-01-30,2026-06-26,0.4025,0.616,7.9391,0.0828,2.4122,-0.3253,0.002206,0.002204,0.002219
2026-02-06,2026-06-26,0.3833,0.3468,1.0534,0.1511,0.5079,-0.999,0.008394,0.009058,0.008907
2026-02-06,2026-04-24,0.2108,0.4622,2.9776,0.0469,1.4813,-0.8127,0.022851,0.022698,0.022699
2026-02-06,2026-03-27,0.1342,0.0333,3.2561,2.2295,3.1813,-0.7516,0.01919,0.018452,0.018452
2026-02-06,2026-02-27,0.0575,0.6843,2.8565,0.0001,5.0,-0.7175,0.038988,0.040033,0.036608
2026-02-06,2026-02-13,0.0192,0.7567,7.988,0.0001,5.0,-0.5646,0.050976,0.028059,0.027649
2026-02-06,2026-02-20,0.0383,0.7739,7.9299,0.0001,5.0,-0.6765,0.027102,0.028148,0.029629
2026-02-13,2026-02-20,0.0192,0.2976,7.9836,0.0001,5.0,-0.1246,0.057172,0.036414,0.01961
2026-02-13,2026-02-27,0.0383,0.3599,7.9526,0.0816,5.0,-0.4405,0.016725,0.012897,0.012299
2026-02-13,2026-03-06,0.0575,0.1619,8.0032,0.5448,0.0001,0.0237,0.02897,0.006321,0.006321
2026-02-13,2026-03-27,0.115,0.4401,7.9274,0.0022,2.4194,-0.4651,0.003096,0.003126,0.002789
2026-02-13,2026-04-24,0.1916,0.5107,7.9541,0.0012,2.0224,-0.3813,0.005849,0.005713,0.005714
2026-02-13,2026-06-26,0.3641,0.2549,2.9368,0.3102,1.4977,-0.4066,0.001212,0.000989,0.000993
2026-02-20,2026-06-26,0.345,0.0836,3.0056,0.5061,0.9853,-0.3351,0.001701,0.00157,0.001584
2026-02-20,2026-04-24,0.1725,0.4749,7.937,0.0388,2.6275,-0.3423,0.00193,0.001981,0.001885
2026-02-20,2026-03-27,0.0958,0.2381,8.0473,0.3582,3.3104,-0.346,0.004737,0.004773,0.00472
2026-02-20,2026-03-06,0.0383,0.354,7.926,0.0001,5.0,-0.3994,0.006633,0.004596,0.004596
2026-02-20,2026-02-27,0.0192,0.3079,7.9817,0.0231,5.0,0.0187,0.052985,0.029191,0.009943
2026-02-20,2026-03-13,0.0575,0.3456,7.9415,0.0054,3.3351,-0.3543,0.003357,0.002661,0.002017
2026-02-27,2026-03-06,0.0192,0.3028,7.9768,0.0001,5.0,-0.2893,0.022651,0.013981,0.008068
2026-02-27,2026-03-13,0.0383,0.3248,7.9559,0.0628,4.4515,-0.3596,0.007277,0.005586,0.004638
2026-02-27,2026-03-20,0.0575,0.0953,7.7774,1.1615,5.0,-0.4245,0.005757,0.005351,0.005432
2026-02-27,2026-03-27,0.0767,0.2202,7.9355,0.5613,5.0,-0.3676,0.009479,0.007325,0.004942
2026-02-27,2026-04-24,0.1533,0.4609,7.9485,0.0224,2.4238,-0.3926,0.004195,0.004371,0.004194
2026-02-27,2026-05-29,0.2491,0.5951,7.9679,0.0297,2.4967,-0.3158,0.002849,0.002818,0.00282
2026-02-27,2026-06-26,0.3258,0.095,3.0034,0.5127,0.9809,-0.3881,0.003965,0.002927,0.002929
2026-03-06,2026-06-26,0.3066,0.4551,2.9613,0.0001,1.4604,-0.3344,0.001859,0.001937,0.001937
2026-03-06,2026-05-29,0.23,0.4177,7.9999,0.1228,0.2582,-0.999,0.003709,0.002387,0.002953
2026-03-06,2026-04-24,0.1342,0.0985,8.0022,0.5214,0.1695,-0.9726,0.005881,0.005517,0.001667
2026-03-06,2026-03-20,0.0383,0.3564,7.9955,0.0485,1.4649,-0.3741,0.018762,0.00409,0.00409
2026-03-06,2026-03-27,0.0575,0.4234,7.9584,0.0045,3.3075,-0.3768,0.007117,0.007201,0.007022
2026-03-13,2026-05-29,0.2108,0.5882,7.9822,0.0228,1.9815,-0.3606,0.004431,0.00434,0.004343
2026-03-13,2026-03-20,0.0192,0.3306,7.9669,0.0001,5.0,-0.2648,0.01227,0.010245,0.009737
2026-03-13,2026-03-27,0.0383,0.2333,7.9573,0.8853,5.0,-0.36,0.009189,0.007093,0.00704
2026-03-13,2026-04-03,0.0575,0.3642,7.9703,0.0036,2.7011,-0.3535,0.001324,0.001309,0.001709
2026-03-13,2026-04-24,0.115,0.0724,7.9369,0.7174,3.4539,-0.3419,0.003412,0.003058,0.003059
2026-03-13,2026-06-26,0.2875,0.444,2.9544,0.0001,1.6534,-0.2729,0.001842,0.001745,0.001749
