date,expiry,T,F,sabr_rmse,js_rmse,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,improvement,improvement_winsorised
2024-01-05,2024-01-12,0.0192,43985.51,0.00917,0.020779,0.8071,0.0799,3.2814,0.0555,0.5726,0.184,-126.6,-126.6
2024-01-05,2024-01-19,0.0383,43921.86,0.00524,0.004021,0.7003,-0.8866,1.1235,1.5724,0.2639,0.3531,23.25,23.25
2024-01-05,2024-01-26,0.0575,43399.08,0.022274,0.01813,0.5864,0.999,1.0609,0.9744,-0.5268,0.1518,18.61,18.61
2024-01-05,2024-02-23,0.1342,43486.12,0.002666,0.002619,0.6136,0.3039,0.7477,1.9978,-0.0371,0.2592,1.73,1.73
2024-01-05,2024-03-29,0.23,43726.51,0.003469,0.003469,0.5929,-0.0026,1.1941,1.9689,-0.0267,0.2385,-0.0,-0.0
2024-01-05,2024-06-28,0.4791,43813.22,0.002923,0.003956,0.6134,0.1345,0.6253,1.9935,-0.0232,0.2591,-35.35,-35.35
2024-01-12,2024-06-28,0.46,43321.9,0.001979,0.001972,0.5624,0.001,0.4796,1.9941,-0.1097,0.2367,0.39,0.39
2024-01-12,2024-02-23,0.115,43295.04,0.006228,0.006184,0.5051,-0.1532,1.7918,1.9876,-0.1558,0.2278,0.71,0.71
2024-01-12,2024-03-29,0.2108,43595.1,0.004702,0.004673,0.5263,-0.2174,1.3286,1.9785,0.0538,0.2653,0.61,0.61
2024-01-12,2024-01-26,0.0383,43036.14,0.029692,0.0141,0.4477,-0.2185,3.8459,5.2382,-0.1685,0.1267,52.51,50.0
2024-01-12,2024-01-19,0.0192,42012.29,0.016769,0.009337,0.5748,-0.522,4.432,0.0266,0.321,0.4088,44.32,44.32
2024-01-12,2024-02-02,0.0575,43673.13,0.008556,0.008556,0.5169,-0.3043,2.9529,0.0001,0.1642,0.3137,-0.0,-0.0
2024-01-19,2024-01-26,0.0192,41290.73,0.014263,0.008417,0.4323,-0.3108,5.0,0.1305,0.2548,0.2558,40.99,40.99
2024-01-19,2024-02-02,0.0383,42081.51,0.009464,0.006976,0.3451,0.8909,2.3596,0.5172,-1.6483,0.016,26.28,26.28
2024-01-19,2024-02-09,0.0575,41177.17,0.005035,0.004509,0.3745,0.0717,2.436,0.4974,-0.4987,0.1811,10.45,10.45
2024-01-19,2024-02-23,0.0958,40943.47,0.005907,0.005426,0.4528,-0.567,1.5805,0.4181,0.2477,0.3979,8.15,8.15
2024-01-19,2024-03-29,0.1916,40312.01,0.003487,0.003502,0.4566,-0.3804,1.5257,0.4215,0.2461,0.3572,-0.43,-0.43
2024-01-19,2024-04-26,0.2683,40329.47,0.005185,0.004837,0.4821,-0.2156,0.7038,0.5048,0.1758,0.3219,6.71,6.71
2024-01-19,2024-06-28,0.4408,40376.9,0.002299,0.001873,0.5077,-0.0307,0.6934,1.9995,-0.0806,0.1529,18.56,18.56
2024-01-26,2024-04-26,0.2491,41182.24,0.003805,0.003834,0.4623,0.049,0.6718,0.5044,-0.1527,0.2844,-0.77,-0.77
2024-01-26,2024-06-28,0.4216,41184.4,0.00273,0.002782,0.5005,0.299,0.299,0.4998,0.0981,0.2994,-1.91,-1.91
2024-01-26,2024-03-29,0.1725,41970.72,0.013766,0.002883,0.4173,-0.1695,1.8379,0.5094,0.1361,0.3501,79.06,50.0
2024-01-26,2024-02-02,0.0192,39991.78,0.019385,0.017434,0.3894,-0.228,3.4588,0.1397,0.2046,0.3328,10.07,10.07
2024-01-26,2024-02-16,0.0575,40173.0,0.005691,0.0056,0.3878,-0.1082,2.5629,0.4615,-0.1533,0.2712,1.59,1.59
2024-01-26,2024-02-09,0.0383,39939.37,0.009852,0.009758,0.3897,-0.201,3.4215,0.391,-0.5359,0.9461,0.96,0.96
2024-01-26,2024-02-23,0.0767,40091.5,0.009851,0.005208,0.2959,0.4921,2.1001,3.8904,-0.2478,0.3676,47.14,47.14
2024-02-02,2024-02-09,0.0192,42865.15,0.007218,0.003873,0.3571,-0.0403,4.0378,0.0641,0.2378,0.3307,46.35,46.35
2024-02-02,2024-02-16,0.0383,43067.65,0.006726,0.006585,0.3642,0.0593,3.5687,0.3976,-0.1142,0.2704,2.08,2.08
2024-02-02,2024-02-23,0.0575,42811.94,0.007292,0.007347,0.3695,-0.0402,3.3294,0.0235,-0.4269,0.146,-0.76,-0.76
2024-02-02,2024-03-29,0.1533,43009.91,0.004865,0.004925,0.4199,-0.0564,1.7965,0.4718,0.0333,0.3344,-1.23,-1.23
2024-02-02,2024-04-26,0.23,42938.17,0.002609,0.002329,0.4556,0.2316,0.7628,0.5065,-0.1502,0.2854,10.72,10.72
2024-02-09,2024-02-16,0.0192,46804.8,0.019478,0.019479,0.3969,0.0368,5.0,0.0001,-0.1152,0.1915,-0.0,-0.0
2024-02-09,2024-02-23,0.0383,47278.62,0.018838,0.018839,0.4049,0.1126,3.8695,0.4019,-0.0481,0.2918,-0.01,-0.01
2024-02-09,2024-03-01,0.0575,46227.38,0.003349,0.00332,0.4125,0.1058,2.594,0.3282,-0.1314,0.2603,0.86,0.86
2024-02-09,2024-03-29,0.1342,47492.79,0.011828,0.011828,0.4302,0.0822,2.1065,0.4645,-0.0469,0.3062,-0.0,-0.0
2024-02-09,2024-04-26,0.2108,46815.74,0.00547,0.005457,0.4813,0.3736,0.8499,0.226,-0.0171,0.1266,0.24,0.24
2024-02-09,2024-06-28,0.3833,47450.13,0.007354,0.00735,0.5151,0.3815,0.8166,1.9951,-0.0183,0.265,0.06,0.06
2024-02-16,2024-04-26,0.1916,52138.31,0.002914,0.002657,0.5622,0.2704,1.1499,1.9853,-0.0216,0.2671,8.83,8.83
2024-02-16,2024-03-29,0.115,51873.87,0.009996,0.009996,0.5103,0.1405,2.0958,1.9985,-0.0494,0.3141,0.0,0.0
2024-02-16,2024-06-28,0.3641,52382.13,0.00507,0.005049,0.5902,0.2754,0.7129,1.9961,-0.0392,0.2587,0.42,0.42
2024-02-16,2024-03-01,0.0383,51901.95,0.005626,0.008017,0.4807,-0.9939,1.2637,2.9708,0.132,0.3119,-42.49,-42.49
2024-02-16,2024-02-23,0.0192,51719.03,0.040425,0.040426,0.4828,-0.0721,5.0,0.0001,-0.1835,0.147,-0.0,-0.0
2024-02-16,2024-03-08,0.0575,51783.05,0.007097,0.007687,0.4648,0.304,0.7033,2.0004,0.1466,0.3139,-8.32,-8.32
2024-02-23,2024-05-31,0.2683,50963.88,0.002613,0.002819,0.5642,0.2928,0.6964,1.9998,0.0896,0.2968,-7.9,-7.9
2024-02-23,2024-04-26,0.1725,50991.69,0.005328,0.005328,0.5528,0.0109,1.4541,1.9965,-0.0338,0.2613,-0.0,-0.0
2024-02-23,2024-03-29,0.0958,51088.28,0.006919,0.00692,0.4909,0.0421,2.0267,0.4878,-0.0476,0.3127,-0.0,-0.0
2024-02-23,2024-06-28,0.345,50999.45,0.004961,0.004926,0.5878,0.2508,0.6638,1.9975,0.0173,0.2748,0.71,0.71
2024-02-23,2024-03-08,0.0383,50829.46,0.00838,0.005598,0.4676,-0.999,1.0361,1.7925,0.1817,0.164,33.2,33.2
2024-02-23,2024-03-01,0.0192,50740.42,0.009749,0.003082,0.472,-0.8451,0.944,0.8241,0.1741,0.3261,68.39,50.0
2024-02-23,2024-03-15,0.0575,50794.0,0.005933,0.004126,0.4836,-0.3612,1.3954,0.2631,0.3997,0.1897,30.45,30.45
2024-03-01,2024-03-08,0.0192,61667.39,0.02027,0.010972,0.6023,-0.125,4.301,0.1599,0.6579,0.4232,45.87,45.87
2024-03-01,2024-03-15,0.0383,61388.68,0.004909,0.005887,0.6062,-0.6989,1.2954,1.6714,0.2071,0.3307,-19.91,-19.91
2024-03-01,2024-03-22,0.0575,61513.39,0.003723,0.003803,0.6012,-0.4511,2.0213,1.586,0.2054,0.3321,-2.16,-2.16
2024-03-01,2024-03-29,0.0767,62629.53,0.011941,0.011941,0.6134,0.1493,1.9546,0.5067,-0.048,0.3173,-0.0,-0.0
2024-03-01,2024-04-26,0.1533,61959.95,0.004971,0.004987,0.6018,0.0428,1.5715,2.0109,0.0595,0.2953,-0.32,-0.32
2024-03-01,2024-05-31,0.2491,62958.85,0.004669,0.004495,0.6289,-0.1366,0.1314,2.0007,0.1829,0.3179,3.72,3.72
2024-03-01,2024-06-28,0.3258,60992.4,0.004703,0.004708,0.6211,0.0794,1.0389,1.996,-0.0244,0.16,-0.09,-0.09
2024-03-08,2024-05-31,0.23,68818.91,0.008851,0.008942,0.6675,0.2876,0.6954,1.9995,0.1024,0.2997,-1.03,-1.03
2024-03-08,2024-04-26,0.1342,69772.37,0.015579,0.015579,0.6597,0.0482,2.0383,1.9955,-0.0345,0.2581,-0.0,-0.0
2024-03-08,2024-06-28,0.3066,68539.22,0.009165,0.009165,0.6572,0.1053,1.287,0.4842,-0.0138,0.157,-0.0,-0.0
2024-03-08,2024-03-22,0.0383,67595.4,0.016946,0.016252,0.6394,-0.581,1.6076,2.9738,0.1903,0.326,4.1,4.1
2024-03-08,2024-03-29,0.0575,67452.46,0.039605,0.036173,0.6447,-0.2052,2.9145,0.4302,0.347,0.4227,8.66,8.66
2024-03-15,2024-03-22,0.0192,67272.89,0.016124,0.013376,0.7492,-0.3367,4.3047,0.1439,0.4971,0.3856,17.05,17.05
2024-03-15,2024-04-05,0.0575,68410.77,0.008694,0.0081,0.7062,-0.5482,2.2807,1.9892,0.1913,0.3112,6.83,6.83
2024-03-15,2024-04-26,0.115,67472.55,0.012311,0.012215,0.7153,-0.0601,1.808,1.9957,-0.156,0.2781,0.78,0.78
2024-03-15,2024-05-31,0.2108,67309.1,0.007643,0.007483,0.7561,0.0225,0.8756,1.9772,-0.0284,0.253,2.09,2.09
2024-03-15,2024-06-28,0.2875,67176.35,0.004493,0.004493,0.7486,0.0223,1.0965,1.9962,-0.0232,0.1605,-0.02,-0.02
2024-03-22,2024-05-31,0.1916,64882.37,0.004165,0.004221,0.7451,0.2581,0.6768,1.9971,0.0403,0.2792,-1.36,-1.36
2024-03-22,2024-04-12,0.0575,65772.49,0.010372,0.01943,0.6791,-0.1426,1.3381,2.0029,0.0896,0.2927,-87.33,-87.33
2024-03-22,2024-04-26,0.0958,64467.51,0.005685,0.005685,0.7225,0.0086,1.6005,1.9887,-0.0143,0.1563,-0.0,-0.0
2024-03-22,2024-04-05,0.0383,62835.66,0.007576,0.007335,0.6467,-0.1702,2.9268,2.0088,-0.1842,0.2251,3.18,3.18
2024-03-29,2024-04-05,0.0192,69838.82,0.021049,0.018878,0.5932,-0.2305,4.1192,0.0383,0.7503,0.4826,10.32,10.32
2024-03-29,2024-04-12,0.0383,69741.87,0.010178,0.010042,0.6221,-0.0083,2.3288,1.9867,-0.1658,0.2355,1.34,1.34
2024-03-29,2024-04-19,0.0575,69649.86,0.011476,0.009175,0.6739,-0.0901,1.6114,2.0008,-0.0195,0.2712,20.05,20.05
2024-03-29,2024-04-26,0.0767,69860.25,0.007578,0.007578,0.7108,-0.1191,2.0651,0.4488,-0.0484,0.3057,-0.0,-0.0
2024-03-29,2024-05-31,0.1725,69946.27,0.006465,0.006467,0.7406,0.1525,0.6186,1.9947,-0.1192,0.2329,-0.03,-0.03
2024-03-29,2024-06-28,0.2491,69552.25,0.006844,0.006661,0.7158,-0.0493,1.3319,1.9958,-0.2142,0.1286,2.68,2.68
2024-04-05,2024-04-12,0.0192,66621.1,0.018252,0.018398,0.631,-0.9978,1.3812,1.2255,0.1686,0.3541,-0.8,-0.8
2024-04-05,2024-04-19,0.0383,67417.8,0.007877,0.006057,0.6527,-0.8177,1.3109,1.7288,0.1948,0.323,23.1,23.1
2024-04-05,2024-04-26,0.0575,66916.57,0.006442,0.00642,0.6735,-0.0385,2.0323,2.0079,0.037,0.2824,0.34,0.34
2024-04-05,2024-05-31,0.1533,67911.08,0.005244,0.004146,0.7042,-0.3966,1.8802,1.9975,0.2142,0.3262,20.95,20.95
2024-04-12,2024-06-28,0.2108,66855.51,0.005729,0.005729,0.6927,0.0326,1.0616,1.9913,-0.0213,0.1578,0.0,0.0
2024-04-12,2024-05-31,0.1342,70395.99,0.007298,0.007584,0.6473,-0.4681,2.1005,1.9365,0.2174,0.2582,-3.91,-3.91
2024-04-12,2024-09-27,0.46,66005.86,0.005302,0.005304,0.7296,0.0823,0.6245,1.9963,0.0104,0.1661,-0.04,-0.04
2024-04-12,2024-04-26,0.0383,70755.93,0.010471,0.010471,0.6165,-0.0081,2.8597,0.3813,-0.0121,0.1534,-0.0,-0.0
2024-04-12,2024-04-19,0.0192,70666.51,0.013835,0.013585,0.5795,-0.0414,4.1957,0.0336,0.4465,0.2037,1.81,1.81
2024-04-12,2024-05-03,0.0575,67199.06,0.006523,0.006523,0.6319,-0.1139,2.0188,2.019,-0.0418,0.2788,-0.0,-0.0
2024-04-19,2024-06-28,0.1916,63694.9,0.005723,0.005408,0.6163,-0.108,1.9527,1.973,-0.2539,0.1791,5.49,5.49
2024-04-19,2024-05-31,0.115,65127.46,0.006431,0.00651,0.6549,-0.4201,2.2382,2.0088,0.1849,0.3308,-1.23,-1.23
2024-04-19,2024-09-27,0.4408,64235.32,0.003229,0.003125,0.716,0.0164,0.6137,1.9941,0.0689,0.1744,3.22,3.22
2024-04-19,2024-05-03,0.0383,61883.66,0.01036,0.010251,0.5791,0.4608,1.7485,1.9885,-0.486,0.1457,1.05,1.05
2024-04-19,2024-04-26,0.0192,63931.35,0.010941,0.009857,0.7165,-0.1987,4.2953,0.0226,1.0274,0.6354,9.91,9.91
2024-04-19,2024-05-10,0.0575,64625.27,0.015423,0.009076,0.6681,-0.1261,2.5849,1.9828,0.0241,0.2565,41.15,41.15
2024-04-26,2024-05-03,0.0192,63894.54,0.008806,0.007473,0.4736,-0.0798,4.1523,0.0244,0.5079,0.3831,15.14,15.14
2024-04-26,2024-05-10,0.0383,64004.75,0.006361,0.006252,0.4765,-0.8252,1.8787,2.2355,0.175,0.1616,1.72,1.72
2024-04-26,2024-05-17,0.0575,64042.6,0.007546,0.006679,0.4877,-0.7909,1.2627,1.7258,0.1646,0.3185,11.49,11.49
2024-04-26,2024-05-31,0.0958,63484.03,0.008618,0.008028,0.5167,-0.1508,2.2404,0.3641,-0.246,0.217,6.84,6.84
2024-04-26,2024-06-28,0.1725,63818.45,0.007371,0.006004,0.566,-0.0272,1.2079,1.9716,0.0006,0.2442,18.55,18.55
2024-04-26,2024-07-26,0.2491,63973.09,0.008455,0.008782,0.6008,0.0363,0.5221,1.9952,-0.0532,0.2517,-3.87,-3.87
2024-05-03,2024-06-28,0.1533,63025.95,0.005145,0.004739,0.5077,0.0142,1.9404,1.9864,-0.1058,0.1401,7.89,7.89
2024-05-03,2024-09-27,0.4025,59140.25,0.004129,0.003915,0.555,-0.1114,0.4146,1.9878,-0.2587,0.189,5.18,5.18
2024-05-03,2024-05-31,0.0767,61632.46,0.0038,0.003215,0.4497,0.0581,2.7701,1.7022,-0.2387,0.1928,15.41,15.41
2024-05-03,2024-07-26,0.23,59261.2,0.004877,0.004889,0.5421,0.1836,0.6256,1.9966,-0.067,0.2507,-0.25,-0.25
2024-05-03,2024-05-17,0.0383,62959.05,0.004904,0.007388,0.4945,-0.52,2.0441,1.6799,0.1776,0.2821,-50.64,-50.64
2024-05-03,2024-05-10,0.0192,60173.04,0.008737,0.008236,0.4935,-0.1885,4.2267,0.1305,0.2316,0.3222,5.73,5.73
2024-05-03,2024-05-24,0.0575,61929.12,0.005921,0.00425,0.4977,-0.6775,2.0534,1.5323,0.1896,0.3258,28.22,28.22
2024-05-10,2024-05-17,0.0192,60695.25,0.014523,0.011905,0.4601,-0.347,4.1157,0.1873,0.2099,0.3358,18.03,18.03
2024-05-10,2024-05-24,0.0383,60757.73,0.00665,0.005689,0.4653,-0.7802,0.8439,0.606,0.1841,0.3362,14.45,14.45
2024-05-10,2024-05-31,0.0575,60916.72,0.011078,0.011078,0.4789,-0.1127,2.6732,0.31,-0.0359,0.2698,-0.0,-0.0
2024-05-10,2024-06-28,0.1342,60381.91,0.005805,0.005806,0.515,-0.1071,1.6955,1.9641,-0.0291,0.2583,-0.01,-0.01
2024-05-10,2024-07-26,0.2108,60780.16,0.005735,0.005735,0.5422,0.21,0.638,1.9972,-0.0358,0.26,0.01,0.01
2024-05-10,2024-09-27,0.3833,60972.84,0.001952,0.001708,0.5789,0.0059,0.6868,1.9913,-0.0145,0.2596,12.51,12.51
2024-05-17,2024-07-26,0.1916,66877.07,0.0077,0.006284,0.5741,0.0937,1.271,2.0127,-0.0528,0.2673,18.39,18.39
2024-05-17,2024-06-28,0.115,67363.61,0.005789,0.005789,0.5342,0.0695,1.9086,1.9144,-0.0065,0.1097,-0.0,-0.0
2024-05-17,2024-06-07,0.0575,66537.84,0.007289,0.007438,0.4793,-0.9966,0.9225,1.8631,0.1784,0.3182,-2.04,-2.04
2024-05-17,2024-05-24,0.0192,65791.61,0.014943,0.014942,0.4449,-0.09,5.0,0.0039,0.2398,0.3387,0.01,0.01
2024-05-17,2024-05-31,0.0383,67392.33,0.00607,0.006766,0.4711,-0.4242,2.4665,1.2939,0.1904,0.3196,-11.46,-11.46
2024-05-24,2024-05-31,0.0192,69023.01,0.014823,0.014823,0.4114,0.0073,5.0,1.8653,-0.005,0.1026,-0.0,-0.0
2024-05-24,2024-06-07,0.0383,67042.95,0.013039,0.013011,0.4386,-0.1094,3.3099,0.4567,-0.5687,0.9829,0.21,0.21
2024-05-24,2024-06-14,0.0575,67265.98,0.008416,0.008414,0.4705,-0.001,2.1246,0.5043,-0.0702,0.311,0.03,0.03
2024-05-24,2024-06-28,0.0958,67182.48,0.003093,0.00302,0.5125,0.3464,0.7891,1.9965,-0.0086,0.1341,2.35,2.35
2024-05-24,2024-07-26,0.1725,67390.85,0.006445,0.006463,0.5345,0.2953,0.6969,1.9999,0.0912,0.2973,-0.27,-0.27
2024-05-24,2024-09-27,0.345,67847.65,0.004028,0.003805,0.5953,0.1094,0.836,1.997,-0.001,0.2697,5.53,5.53
2024-05-31,2024-07-26,0.1533,68385.48,0.003397,0.003383,0.5122,-0.0312,1.5295,1.99,-0.1031,0.2363,0.39,0.39
2024-05-31,2024-08-30,0.2491,66928.35,0.003353,0.003353,0.5598,0.184,0.6128,1.9963,-0.0392,0.2576,0.02,0.02
2024-05-31,2024-06-28,0.0767,67903.16,0.004343,0.004343,0.4809,-0.0695,1.9184,0.4752,-0.0486,0.3093,-0.01,-0.01
2024-05-31,2024-09-27,0.3258,67320.46,0.003189,0.003081,0.5821,0.0727,0.5778,1.9927,-0.1318,0.2287,3.38,3.38
2024-05-31,2024-06-14,0.0383,67722.21,0.00645,0.005098,0.4516,-0.8203,0.3003,0.3058,0.1781,0.4112,20.97,20.97
2024-05-31,2024-06-21,0.0575,66914.52,0.003605,0.003958,0.4602,-0.6983,0.3966,0.4704,0.1692,0.3922,-9.8,-9.8
2024-05-31,2024-06-07,0.0192,67261.63,0.014506,0.009901,0.4192,-0.1215,0.6264,0.1398,0.1997,0.3473,31.74,31.74
2024-06-07,2024-06-14,0.0192,68550.29,0.010793,0.008271,0.4385,0.7569,0.8946,0.1834,0.2018,0.3313,23.37,23.37
2024-06-07,2024-06-21,0.0383,69081.01,0.010317,0.010306,0.4556,0.1008,2.2192,0.4491,-0.1179,0.2825,0.1,0.1
2024-06-07,2024-06-28,0.0575,71203.12,0.017292,0.017292,0.4713,0.0204,2.6113,0.5427,-0.0517,0.322,0.0,0.0
2024-06-07,2024-07-26,0.1342,68998.07,0.005188,0.005147,0.5033,0.1212,1.3055,1.9863,-0.1286,0.2292,0.79,0.79
2024-06-07,2024-08-30,0.23,69326.89,0.004107,0.002941,0.531,0.0196,1.2945,2.0155,-0.1405,0.2481,28.39,28.39
2024-06-07,2024-09-27,0.3066,70176.88,0.005237,0.005237,0.5682,0.1387,0.9028,1.9974,-0.0135,0.1628,-0.0,-0.0
2024-06-14,2024-07-26,0.115,65314.9,0.006973,0.006974,0.4631,0.634,0.7598,0.5001,-0.0738,0.3079,-0.03,-0.03
2024-06-14,2024-09-27,0.2875,65705.89,0.00385,0.003842,0.5455,0.1858,0.6449,1.9971,-0.0297,0.2617,0.22,0.22
2024-06-14,2024-08-30,0.2108,66817.31,0.003582,0.003541,0.5147,0.2622,0.7193,1.9985,-0.023,0.1324,1.14,1.14
2024-06-14,2024-07-05,0.0575,65316.27,0.003429,0.00577,0.4253,0.9758,0.0001,0.4963,0.1743,0.3819,-68.26,-68.26
2024-06-14,2024-06-28,0.0383,66961.72,0.015493,0.015493,0.4051,-0.0898,3.7965,0.4697,-0.0448,0.2998,-0.0,-0.0
2024-06-14,2024-06-21,0.0192,66914.84,0.010978,0.013275,0.4006,-0.9988,0.7378,0.6514,0.1613,0.321,-20.92,-20.92
2024-06-21,2024-07-05,0.0383,63920.66,0.007126,0.003121,0.4131,-0.749,1.248,0.5194,0.198,0.3856,56.2,50.0
2024-06-21,2024-07-12,0.0575,63839.61,0.004077,0.004214,0.3902,0.1688,2.2152,0.4833,-0.4298,0.1999,-3.37,-3.37
2024-06-21,2024-07-26,0.0958,63890.27,0.002824,0.006631,0.447,-0.6756,0.2494,0.5332,0.2165,0.3945,-134.77,-134.77
2024-06-21,2024-08-30,0.1916,63620.06,0.004311,0.003412,0.4618,0.1186,1.3902,0.4162,-0.4578,0.1338,20.84,20.84
2024-06-21,2024-09-27,0.2683,63749.81,0.002838,0.002834,0.534,0.11,1.0284,1.9945,-0.0543,0.2558,0.16,0.16
2024-06-28,2024-08-30,0.1725,60212.27,0.004684,0.005106,0.4774,0.4716,0.5358,0.5009,-0.1066,0.298,-9.02,-9.02
2024-06-28,2024-09-27,0.2491,60545.57,0.006773,0.006774,0.5078,-0.0993,1.4427,1.999,-0.036,0.2688,-0.0,-0.0
2024-06-28,2024-07-26,0.0767,61592.29,0.005512,0.004018,0.3719,0.5327,1.3394,0.5457,-0.5774,0.1695,27.11,27.11
2024-06-28,2024-07-12,0.0383,60118.39,0.007604,0.004401,0.3901,-0.999,0.7867,0.808,0.1181,0.3651,42.13,42.13
2024-06-28,2024-07-05,0.0192,60217.24,0.01422,0.009454,0.3865,-0.999,0.0158,0.117,0.203,0.3373,33.51,33.51
2024-06-28,2024-07-19,0.0575,60134.35,0.006832,0.006852,0.3903,0.0309,2.0254,0.5041,-0.2289,0.2624,-0.29,-0.29
2024-07-05,2024-07-12,0.0192,56725.88,0.031475,0.029169,0.5169,-0.4654,5.0,1.3522,0.1901,0.1628,7.33,7.33
2024-07-05,2024-07-19,0.0383,56547.47,0.019542,0.02152,0.5161,-0.998,2.0286,1.6914,0.1519,0.3271,-10.12,-10.12
2024-07-05,2024-07-26,0.0575,55605.15,0.016415,0.016333,0.48,-0.257,2.2644,0.8605,0.1616,0.1484,0.5,0.5
2024-07-05,2024-08-30,0.1533,55640.96,0.007809,0.007837,0.4877,-0.2622,0.2727,0.505,0.1732,0.1608,-0.36,-0.36
2024-07-05,2024-09-27,0.23,55445.99,0.010647,0.010648,0.5126,0.0128,1.0577,1.9934,-0.0749,0.2485,-0.01,-0.01
2024-07-05,2024-12-27,0.4791,55317.06,0.004634,0.004629,0.5789,0.1536,0.6695,1.9968,-0.0364,0.2604,0.1,0.1
2024-07-12,2024-12-27,0.46,58171.3,0.002575,0.002582,0.5667,0.1616,0.5995,1.9958,-0.0791,0.2468,-0.26,-0.26
2024-07-12,2024-09-27,0.2108,58184.52,0.003533,0.002577,0.4932,0.1933,0.7129,0.4909,-0.0022,0.3282,27.05,27.05
2024-07-12,2024-08-30,0.1342,57455.89,0.004166,0.004168,0.4648,0.0708,0.7534,0.5012,-0.0975,0.3008,-0.03,-0.03
2024-07-12,2024-07-26,0.0383,57639.04,0.009691,0.009653,0.437,-0.2453,3.3795,0.2993,-0.1513,0.2695,0.4,0.4
2024-07-12,2024-07-19,0.0192,57064.49,0.017653,0.010678,0.4407,-0.4521,3.1041,0.2248,0.2034,0.3209,39.51,39.51
2024-07-12,2024-08-02,0.0575,57749.86,0.005002,0.005165,0.4375,-0.3013,2.108,0.5224,0.0817,0.3639,-3.25,-3.25
2024-07-19,2024-07-26,0.0192,67347.29,0.01323,0.0135,0.4964,0.2489,4.5234,0.084,0.2498,0.0265,-2.04,-2.04
2024-07-19,2024-08-02,0.0383,67077.32,0.011663,0.011808,0.5391,-0.6418,0.93,1.7532,0.2149,0.3374,-1.25,-1.25
2024-07-19,2024-08-09,0.0575,66467.81,0.010425,0.010232,0.549,-0.999,0.1289,0.6611,0.3102,0.3533,1.85,1.85
2024-07-19,2024-08-30,0.115,66421.53,0.009445,0.009445,0.5628,0.1945,1.3757,1.9885,-0.0426,0.2584,-0.0,-0.0
2024-07-19,2024-09-27,0.1916,66378.2,0.005213,0.005004,0.5238,0.1497,1.8707,1.9616,-0.1822,0.2049,4.0,4.0
2024-07-19,2024-11-08,0.3066,65323.52,0.002746,0.002755,0.5912,0.305,0.7051,2.0011,0.1325,0.3097,-0.32,-0.32
2024-07-19,2024-12-27,0.4408,66166.33,0.003418,0.003402,0.6044,0.1524,1.1182,1.993,-0.0804,0.2441,0.47,0.47
2024-07-26,2024-10-25,0.2491,67392.96,0.002425,0.002396,0.5936,0.2778,0.6862,1.9983,0.0515,0.2848,1.18,1.18
2024-07-26,2024-12-27,0.4216,67970.53,0.002508,0.002503,0.6258,0.1993,0.6585,1.9959,-0.0449,0.2565,0.18,0.18
