date,expiry,T,F,sabr_rmse,js_rmse,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,improvement,improvement_winsorised
2024-07-26,2024-09-27,0.1725,67465.01,0.003121,0.003121,0.5759,0.1555,1.4138,1.9933,-0.0145,0.1595,-0.01,-0.01
2024-07-26,2024-08-09,0.0383,67199.71,0.006637,0.008308,0.599,-0.8344,1.2334,2.6083,0.1969,0.3284,-25.17,-25.17
2024-07-26,2024-08-16,0.0575,66968.62,0.008011,0.007092,0.5879,-0.8695,0.8855,1.3465,0.2516,0.3393,11.47,11.47
2024-07-26,2024-08-02,0.0192,66968.52,0.007702,0.010515,0.6556,-0.2482,3.5618,2.1736,0.2097,0.314,-36.53,-36.53
2024-07-26,2024-08-30,0.0958,67836.62,0.005672,0.005735,0.5512,-0.0176,2.1458,1.9928,0.1026,0.2971,-1.12,-1.12
2024-08-02,2024-08-09,0.0192,61452.9,0.020328,0.016396,0.4677,-0.4203,4.7264,0.0021,1.1803,1.1678,19.34,19.34
2024-08-02,2024-08-16,0.0383,61851.22,0.013344,0.013023,0.4593,-0.8041,0.9222,0.4096,0.1989,0.3395,2.41,2.41
2024-08-02,2024-08-23,0.0575,63125.69,0.008842,0.007455,0.397,0.0743,2.1894,0.471,-0.6537,0.1378,15.69,15.69
2024-08-02,2024-08-30,0.0767,62916.45,0.010357,0.010387,0.4106,0.1108,1.8575,0.4715,-0.5554,0.1079,-0.29,-0.29
2024-08-02,2024-09-27,0.1533,62714.75,0.004781,0.00484,0.4477,0.0432,1.5842,0.3954,-0.4255,0.0699,-1.25,-1.25
2024-08-02,2024-10-25,0.23,64936.33,0.005608,0.005606,0.4894,-0.0431,1.4549,1.9965,0.0157,0.3326,0.02,0.02
2024-08-02,2024-11-08,0.2683,65211.54,0.002559,0.000965,0.5077,-0.1065,1.3617,1.9986,0.0794,0.293,62.27,50.0
2024-08-02,2024-12-27,0.4025,62323.21,0.003581,0.00311,0.5211,-0.0828,0.4465,1.9875,-0.2776,0.1842,13.15,13.15
2024-08-09,2024-12-27,0.3833,60321.2,0.003009,0.003004,0.5886,0.2241,0.6567,1.9982,-0.0004,0.2706,0.15,0.15
2024-08-09,2024-11-08,0.2491,60490.65,0.003806,0.002943,0.562,0.1025,1.063,1.9919,-0.0471,0.2521,22.68,22.68
2024-08-09,2024-10-25,0.2108,60400.49,0.007412,0.006924,0.5338,0.0964,1.229,1.9956,-0.0306,0.2596,6.58,6.58
2024-08-09,2024-08-16,0.0192,60959.49,0.014697,0.014703,0.5478,-0.1785,4.3204,0.015,0.1646,0.3217,-0.04,-0.04
2024-08-09,2024-08-30,0.0575,60199.75,0.009043,0.008952,0.5242,-0.164,2.3168,1.9261,-0.0752,0.0558,1.01,1.01
2024-08-09,2024-08-23,0.0383,61047.37,0.007297,0.007042,0.5201,-0.3656,3.1394,1.8505,0.0842,0.2938,3.5,3.5
2024-08-09,2024-09-27,0.1342,60096.8,0.009497,0.009497,0.5252,-0.0431,1.7109,2.0212,-0.041,0.2847,-0.0,-0.0
2024-08-16,2024-11-08,0.23,59638.22,0.003825,0.001602,0.5482,-0.3159,1.974,2.0025,0.1568,0.3186,58.1,50.0
2024-08-16,2024-12-27,0.3641,58467.91,0.001064,0.001084,0.6045,0.1529,0.6168,1.9947,-0.0602,0.2507,-1.85,-1.85
2024-08-16,2024-09-27,0.115,58447.47,0.007473,0.004153,0.493,-0.0737,1.8722,1.9585,-0.1596,0.2331,44.43,44.43
2024-08-16,2024-10-25,0.1916,58446.47,0.002565,0.00257,0.5328,0.228,0.6486,1.9989,0.0152,0.2757,-0.17,-0.17
2024-08-16,2024-08-30,0.0383,58218.34,0.014064,0.013265,0.4983,-0.1817,2.9687,0.0416,0.5355,0.4786,5.68,5.68
2024-08-16,2024-08-23,0.0192,59333.15,0.019132,0.019132,0.4804,-0.1068,5.0,0.433,-0.0452,0.3009,-0.0,-0.0
2024-08-16,2024-09-06,0.0575,58476.75,0.003126,0.002901,0.4907,-0.8961,1.4643,1.9336,0.1499,0.3136,7.22,7.22
2024-08-23,2024-12-27,0.345,63704.56,0.003168,0.00317,0.595,0.0142,1.2356,1.9661,-0.0091,0.241,-0.06,-0.06
2024-08-23,2024-10-25,0.1725,63653.45,0.005977,0.005805,0.5046,-0.4211,2.0374,1.9985,0.1506,0.3095,2.89,2.89
2024-08-23,2024-09-27,0.0958,62378.85,0.005294,0.005295,0.5097,-0.0912,1.8715,1.9888,-0.011,0.1577,-0.0,-0.0
2024-08-23,2024-11-08,0.2108,63695.34,0.003006,0.002997,0.5969,0.2584,0.6741,1.9965,-0.0091,0.2664,0.29,0.29
2024-08-23,2024-09-06,0.0383,61144.51,0.00739,0.005248,0.4806,-0.614,0.9681,0.5383,0.2055,0.3001,28.98,28.98
2024-08-23,2024-09-13,0.0575,61897.96,0.004858,0.004155,0.4971,-0.3956,0.6181,0.2823,0.2537,0.3429,14.47,14.47
2024-08-30,2024-11-29,0.2491,58159.74,0.001767,0.001769,0.5827,0.2008,0.6219,1.9957,-0.0699,0.2485,-0.12,-0.12
2024-08-30,2024-09-06,0.0192,58255.14,0.011927,0.005488,0.4548,-0.9623,0.4826,0.3334,0.19,0.3014,53.98,50.0
2024-08-30,2024-09-13,0.0383,58028.19,0.009032,0.009033,0.4543,-0.1662,3.2609,0.0001,-0.7702,0.0069,-0.0,-0.0
2024-08-30,2024-09-20,0.0575,58445.96,0.008305,0.008301,0.4783,-0.0826,2.412,0.5024,-0.0214,0.3255,0.05,0.05
2024-08-30,2024-09-27,0.0767,59083.85,0.003031,0.003256,0.4771,-0.3743,2.3704,0.4936,0.2203,0.3307,-7.45,-7.45
2024-08-30,2024-10-25,0.1533,58323.73,0.002192,0.00551,0.4973,0.0001,0.3006,1.9999,0.1011,0.3003,-151.35,-151.35
2024-08-30,2024-11-08,0.1916,58286.29,0.002498,0.002514,0.5763,0.2058,0.6337,1.9968,-0.0587,0.2525,-0.66,-0.66
2024-08-30,2024-12-27,0.3258,58510.74,0.002776,0.002159,0.599,-0.0177,0.889,1.9901,-0.0826,0.2397,22.23,22.23
2024-09-06,2024-12-27,0.3066,53465.65,0.003575,0.003585,0.6105,-0.0861,0.9732,1.9933,-0.0972,0.2408,-0.29,-0.29
2024-09-06,2024-11-08,0.1725,53533.3,0.004125,0.00412,0.6018,-0.1698,1.3581,1.9866,0.0647,0.2774,0.11,0.11
2024-09-06,2024-11-29,0.23,53523.71,0.005047,0.002957,0.6494,-0.6809,3.3894,2.0071,0.1629,0.3623,41.41,41.41
2024-09-06,2024-10-25,0.1342,53177.27,0.006421,0.004638,0.5648,-0.7264,2.0854,1.9497,0.1885,0.2883,27.76,27.76
2024-09-06,2024-09-20,0.0383,53055.39,0.010848,0.01088,0.559,-0.3451,3.347,1.8089,0.0586,0.2901,-0.3,-0.3
2024-09-06,2024-09-27,0.0575,52689.7,0.012223,0.011964,0.4398,0.3111,1.989,2.4547,-0.3345,0.2084,2.12,2.12
2024-09-06,2024-09-13,0.0192,53821.82,0.028822,0.028693,0.5955,-0.4133,5.0,0.0001,0.1802,0.3022,0.45,0.45
2024-09-13,2024-11-29,0.2108,59644.12,0.003583,0.003578,0.5898,0.1014,0.5792,1.9944,-0.0455,0.2533,0.14,0.14
2024-09-13,2024-11-08,0.1533,60075.2,0.002244,0.001493,0.5638,-0.1072,1.2395,1.9828,0.0874,0.2821,33.49,33.49
2024-09-13,2024-10-25,0.115,60189.72,0.002545,0.002488,0.4633,-0.0302,2.1579,1.979,-0.159,0.1098,2.25,2.25
2024-09-13,2024-12-27,0.2875,60056.0,0.002886,0.00172,0.5887,0.0227,0.9329,1.9939,-0.0146,0.2623,40.42,40.42
2024-09-13,2024-09-27,0.0383,57953.98,0.005672,0.004236,0.4959,-0.4069,1.9951,0.3706,0.236,0.3186,25.33,25.33
2024-09-13,2024-10-04,0.0575,59454.1,0.003548,0.003107,0.4748,-0.6811,1.7903,1.8141,0.1455,0.336,12.43,12.43
2024-09-20,2024-10-04,0.0383,62551.52,0.011256,0.010759,0.4812,-0.1057,0.4907,0.1822,0.2952,0.3618,4.41,4.41
2024-09-20,2024-10-11,0.0575,63456.8,0.005589,0.005589,0.4724,-0.0314,2.5352,0.0001,0.1996,0.2845,0.0,0.0
2024-09-20,2024-10-25,0.0958,63064.97,0.004479,0.004479,0.4977,-0.0531,1.7084,1.9767,-0.0141,0.1282,-0.02,-0.02
2024-09-20,2024-11-08,0.1342,63312.32,0.002407,0.002407,0.5706,-0.0497,1.2887,1.9964,-0.0352,0.2606,-0.0,-0.0
2024-09-20,2024-11-29,0.1916,63576.72,0.003178,0.003176,0.5638,-0.0041,1.2461,1.9995,0.0399,0.2825,0.06,0.06
2024-09-20,2024-12-27,0.2683,62691.93,0.006026,0.006027,0.5779,0.0892,0.945,1.993,-0.023,0.2602,-0.02,-0.02
2024-09-27,2024-12-27,0.2491,66433.11,0.007456,0.007455,0.5497,0.0462,1.2896,1.984,-0.0304,0.2508,0.01,0.01
2024-09-27,2024-11-29,0.1725,65275.57,0.003413,0.003157,0.5381,-0.5243,1.8369,1.959,0.1904,0.2819,7.5,7.5
2024-09-27,2024-10-25,0.0767,65526.52,0.005788,0.003859,0.453,0.3584,1.26,0.1854,-0.9815,0.0715,33.33,33.33
2024-09-27,2024-11-08,0.115,65702.26,0.006093,0.006093,0.5523,-0.0152,1.4409,2.0187,-0.0365,0.2787,0.0,0.0
2024-09-27,2024-10-11,0.0383,66056.58,0.006554,0.00652,0.4336,0.3348,1.9678,0.5034,-0.4582,0.1885,0.52,0.52
2024-09-27,2024-10-04,0.0192,65274.57,0.012241,0.012185,0.4199,-0.1804,4.9768,1.4623,0.0563,0.085,0.46,0.46
2024-09-27,2024-10-18,0.0575,66318.89,0.004463,0.004464,0.4624,0.1429,1.8433,0.5013,-0.03,0.3225,-0.02,-0.02
2024-10-04,2024-10-11,0.0192,62344.73,0.009644,0.00883,0.4697,-0.4684,0.5749,0.4214,0.1674,0.3195,8.44,8.44
2024-10-04,2024-10-18,0.0383,60855.27,0.008528,0.008677,0.43,0.0758,2.3882,0.4987,-0.4032,0.2035,-1.74,-1.74
2024-10-04,2024-10-25,0.0575,61274.96,0.005319,0.005359,0.4658,-0.0133,2.1958,0.512,-0.1925,0.278,-0.75,-0.75
2024-10-04,2024-11-08,0.0958,62285.93,0.004297,0.003305,0.5525,0.0518,1.337,1.9756,-0.0672,0.2342,23.07,23.07
2024-10-04,2024-11-29,0.1533,61998.59,0.004141,0.004136,0.5542,0.2599,0.6732,1.9984,0.0119,0.2739,0.11,0.11
2024-10-04,2024-12-27,0.23,62209.54,0.002884,0.002861,0.5572,0.2523,0.6671,1.9977,0.0028,0.271,0.79,0.79
2024-10-11,2024-12-27,0.2108,63023.26,0.004284,0.003598,0.4869,-0.4446,2.3369,1.963,0.1835,0.2817,16.0,16.0
2024-10-11,2024-11-29,0.1342,60563.54,0.005363,0.005364,0.5205,-0.0273,1.603,2.0099,-0.0396,0.2722,-0.0,-0.0
2024-10-11,2024-11-08,0.0767,62975.98,0.003307,0.006613,0.5022,0.3009,0.7019,2.0001,0.112,0.3036,-99.93,-99.93
2024-10-11,2024-11-01,0.0575,63322.01,0.002166,0.002335,0.4047,0.7851,1.4404,0.5146,-0.5303,0.2197,-7.8,-7.8
2024-10-11,2024-10-18,0.0192,60678.52,0.007985,0.010545,0.4133,-0.7926,0.9848,0.4118,0.1819,0.1641,-32.06,-32.06
2024-10-11,2024-10-25,0.0383,63189.36,0.008397,0.008398,0.4213,-0.0055,3.1708,0.0001,0.2588,0.397,-0.01,-0.01
2024-10-18,2024-10-25,0.0192,67970.5,0.027371,0.020648,0.3925,0.367,3.8339,0.4405,-0.3775,0.1968,24.56,24.56
2024-10-18,2024-11-01,0.0383,68523.94,0.007804,0.007804,0.4312,0.0419,3.1233,0.3949,-0.0406,0.2866,-0.0,-0.0
2024-10-18,2024-11-08,0.0575,68963.81,0.004213,0.004213,0.5302,0.1306,2.2378,1.8197,-0.0405,0.2516,-0.01,-0.01
2024-10-18,2024-11-29,0.115,68952.57,0.007679,0.007679,0.5221,0.0339,1.8061,2.0046,-0.0133,0.1671,-0.0,-0.0
2024-10-18,2024-12-27,0.1916,68848.49,0.003767,0.003767,0.5324,0.0821,1.3191,2.0024,-0.0131,0.1636,-0.0,-0.0
2024-10-25,2025-03-28,0.4216,67802.95,0.001184,0.001189,0.5306,0.0931,0.7842,1.9962,-0.0495,0.156,-0.45,-0.45
2024-10-25,2025-01-31,0.2683,68215.07,0.003937,0.003531,0.5142,-0.0413,0.1352,1.9962,0.1528,0.3068,10.3,10.3
2024-10-25,2024-12-27,0.1725,67911.56,0.003126,0.002688,0.5287,0.2411,0.9363,1.9813,-0.0177,0.265,14.0,14.0
2024-10-25,2024-11-15,0.0575,67057.99,0.005044,0.004764,0.5254,-0.55,0.7965,1.78,0.1649,0.3178,5.56,5.56
2024-10-25,2024-11-08,0.0383,68162.97,0.007462,0.007462,0.5647,0.0987,2.4455,1.7721,-0.0343,0.2606,-0.0,-0.0
2024-10-25,2024-11-29,0.0958,67617.2,0.004755,0.004766,0.5248,0.0179,1.6433,2.0285,0.0444,0.3109,-0.23,-0.23
2024-10-25,2024-11-01,0.0192,67069.78,0.015757,0.014625,0.3709,-0.2452,5.0,2.384,0.0569,0.2627,7.18,7.18
2024-11-01,2024-11-08,0.0192,69481.18,0.010796,0.010796,0.6815,-0.0954,4.0565,0.0001,0.1991,0.1477,-0.0,-0.0
2024-11-01,2024-11-15,0.0383,69246.91,0.137885,0.113212,0.3801,0.999,2.9252,1.3692,-2.0,0.0007,17.89,17.89
2024-11-01,2024-11-22,0.0575,69433.27,0.006229,0.00688,0.5712,0.2968,0.6991,2.0001,0.0978,0.2992,-10.46,-10.46
2024-11-01,2024-11-29,0.0767,69863.52,0.004524,0.004533,0.5723,0.0939,1.551,2.0075,-0.0561,0.264,-0.21,-0.21
2024-11-01,2024-12-27,0.1533,69445.62,0.005696,0.004919,0.5293,-0.0125,1.2238,1.9961,0.0573,0.2829,13.63,13.63
2024-11-01,2025-01-31,0.2491,69044.3,0.004571,0.00232,0.3932,0.177,1.8016,2.0094,-0.3259,0.1939,49.24,49.24
2024-11-01,2025-03-28,0.4025,69774.49,0.003465,0.00342,0.4934,-0.388,1.8123,1.9799,0.1581,0.293,1.29,1.29
2024-11-08,2024-11-29,0.0575,75945.02,0.013848,0.013848,0.4784,0.0477,1.8339,0.4749,-0.048,0.3093,-0.0,-0.0
2024-11-08,2025-01-31,0.23,75862.27,0.005623,0.005636,0.5026,0.2615,0.674,1.9998,-0.0976,0.1504,-0.23,-0.23
2024-11-08,2024-12-27,0.1342,75908.71,0.005267,0.005267,0.5053,0.0277,1.2515,1.9613,-0.0337,0.2584,-0.0,-0.0
2024-11-08,2024-11-22,0.0383,76310.8,0.011092,0.011099,0.4706,0.0032,2.2646,1.0576,0.0863,0.1443,-0.07,-0.07
2024-11-08,2024-11-15,0.0192,76613.02,0.022592,0.022592,0.4398,0.0521,4.1031,2.2596,-0.0176,0.1874,0.0,0.0
2024-11-15,2024-12-06,0.0575,88152.05,0.011471,0.011771,0.545,0.2966,0.6991,1.9998,0.0942,0.2983,-2.62,-2.62
2024-11-15,2024-12-27,0.115,88979.31,0.009371,0.009371,0.5418,-0.0407,2.026,1.9886,-0.0141,0.1567,-0.0,-0.0
2024-11-15,2025-01-31,0.2108,89222.55,0.009564,0.005719,0.5141,-0.7633,3.8718,3.8196,0.1871,0.2686,40.21,40.21
2024-11-15,2025-03-28,0.3641,89624.29,0.001227,0.001244,0.527,-0.1535,1.3366,1.9778,0.09,0.2718,-1.33,-1.33
2024-11-22,2024-12-06,0.0383,98925.5,0.013271,0.013271,0.5762,0.046,3.478,0.4078,-0.0078,0.1251,0.0,0.0
2024-11-22,2025-03-28,0.345,99140.99,0.002573,0.002573,0.5827,0.1196,1.0875,1.9963,-0.0112,0.1621,-0.01,-0.01
2024-11-22,2025-01-31,0.1916,98378.52,0.007116,0.007116,0.5812,0.0943,1.4779,1.9946,-0.0345,0.2605,-0.0,-0.0
2024-11-22,2024-12-13,0.0575,98178.1,0.005342,0.005301,0.5537,-0.1061,3.2329,2.0181,0.0692,0.3141,0.77,0.77
2024-11-22,2024-12-27,0.0958,99491.27,0.011751,0.011751,0.5743,0.0682,2.0126,0.4166,-0.0431,0.2947,0.0,0.0
2024-11-29,2025-02-28,0.2491,95695.15,0.004445,0.004442,0.5571,0.0465,1.1719,1.9998,-0.0321,0.2646,0.07,0.07
2024-11-29,2025-01-31,0.1725,98299.06,0.003288,0.003288,0.5552,0.1412,1.1975,2.0013,-0.0304,0.2661,-0.0,-0.0
2024-11-29,2024-12-27,0.0767,97266.31,0.011299,0.011299,0.5254,0.0293,2.2503,0.4299,-0.0436,0.2952,-0.0,-0.0
2024-11-29,2025-03-28,0.3258,98456.83,0.002893,0.002895,0.5628,0.1153,0.9663,1.9914,-0.0566,0.2518,-0.05,-0.05
2024-11-29,2024-12-13,0.0383,97221.15,0.007891,0.007891,0.5,0.0161,3.3474,0.5834,-0.0512,0.3212,0.0,0.0
2024-11-29,2024-12-20,0.0575,95853.81,0.007232,0.00707,0.5089,-0.0417,2.85,0.8014,-0.1266,0.1789,2.24,2.24
2024-12-06,2024-12-13,0.0192,98285.59,0.026373,0.026373,0.5379,-0.2005,5.0,1.4494,-0.0001,0.0099,-0.0,-0.0
2024-12-06,2024-12-20,0.0383,98444.75,0.021937,0.01543,0.531,-0.999,0.7034,1.5022,0.1936,0.3286,29.66,29.66
2024-12-06,2024-12-27,0.0575,98135.54,0.014188,0.014188,0.5395,-0.0384,2.7977,0.4267,-0.0467,0.2984,-0.0,-0.0
2024-12-06,2025-01-31,0.1533,98394.88,0.009145,0.008664,0.5332,-0.4609,2.4128,1.9642,0.1978,0.2883,5.26,5.26
2024-12-06,2025-02-28,0.23,98542.25,0.004779,0.004576,0.5589,0.2904,0.6938,1.9997,0.0849,0.2954,4.25,4.25
2024-12-06,2025-03-28,0.3066,99048.78,0.004074,0.00213,0.6546,-0.7936,2.2808,1.8931,0.3067,0.1588,47.73,47.73
2024-12-13,2025-01-31,0.1342,99963.27,0.002896,0.002891,0.5613,0.0233,1.6176,2.0022,-0.0965,0.2488,0.16,0.16
2024-12-13,2025-02-28,0.2108,100023.26,0.00263,0.002686,0.5868,0.2598,0.6746,1.9978,0.0138,0.2738,-2.14,-2.14
2024-12-13,2025-03-28,0.2875,101872.94,0.001857,0.001857,0.572,0.0023,1.3798,1.9901,-0.0156,0.1587,-0.01,-0.01
2024-12-13,2025-01-03,0.0575,100087.27,0.004496,0.005821,0.5174,-0.9966,0.7997,1.614,0.1946,0.3268,-29.46,-29.46
2024-12-13,2024-12-27,0.0383,100052.97,0.017717,0.017717,0.4994,-0.0563,3.6719,0.5956,-0.055,0.3327,-0.0,-0.0
2024-12-20,2025-01-03,0.0383,97315.85,0.014727,0.014092,0.5221,-0.6076,2.5089,2.2748,0.1621,0.3077,4.31,4.31
2024-12-20,2025-01-10,0.0575,97059.83,0.011966,0.011681,0.5193,-0.2371,3.2125,2.0397,0.0918,0.3561,2.38,2.38
2024-12-20,2025-01-31,0.115,96683.72,0.009903,0.009988,0.5818,0.2895,0.6945,1.9995,0.0751,0.2924,-0.85,-0.85
2024-12-20,2025-02-28,0.1916,95634.73,0.00666,0.00663,0.5981,0.2656,0.6766,1.9981,0.0266,0.2775,0.44,0.44
2024-12-20,2025-03-28,0.2683,96810.2,0.008241,0.008241,0.5936,0.0155,1.2741,1.9914,-0.0125,0.1595,-0.0,-0.0
2024-12-27,2025-03-28,0.2491,96434.71,0.005249,0.005249,0.5801,0.0334,1.4037,1.9734,-0.0115,0.1483,-0.0,-0.0
2024-12-27,2025-02-28,0.1725,94941.82,0.003322,0.003325,0.5522,-0.1882,2.1521,2.0101,0.1135,0.3111,-0.11,-0.11
2024-12-27,2025-01-31,0.0958,95187.18,0.006483,0.005523,0.5335,-0.3721,2.8632,2.0786,0.1332,0.3696,14.8,14.8
2024-12-27,2025-01-03,0.0192,95269.87,0.112409,0.107857,0.601,-0.9315,5.0,2.1339,0.0631,0.4594,4.05,4.05
2024-12-27,2025-01-10,0.0383,97177.75,0.011586,0.011586,0.5348,0.0087,3.1363,1.4258,-0.0301,0.2461,-0.0,-0.0
2024-12-27,2025-01-17,0.0575,95482.67,0.041593,0.041593,0.5497,-0.3183,4.0774,1.9937,-0.037,0.2671,-0.0,-0.0
2025-01-03,2025-02-28,0.1533,98885.29,0.005289,0.005804,0.5596,0.3081,0.7069,2.0014,0.143,0.313,-9.73,-9.73
2025-01-03,2025-03-28,0.23,96365.24,0.003047,0.003048,0.5881,0.152,1.2414,2.0253,-0.0492,0.2928,-0.02,-0.02
2025-01-03,2025-01-31,0.0767,98600.51,0.007595,0.007595,0.5448,0.0026,2.4889,0.3976,-0.0423,0.2918,-0.0,-0.0
2025-01-03,2025-06-27,0.4791,96957.79,0.005798,0.005403,0.6139,-0.0742,0.1129,1.9971,0.1646,0.3113,6.81,6.81
2025-01-03,2025-01-17,0.0383,96658.62,0.008024,0.011674,0.5002,-0.9497,0.915,1.759,0.1473,0.3142,-45.49,-45.49
2025-01-03,2025-01-24,0.0575,96300.12,0.006138,0.006092,0.5084,-0.1812,2.8355,1.9507,0.1048,0.2839,0.76,0.76
2025-01-10,2025-01-17,0.0192,94625.77,0.011712,0.007959,0.521,-0.2102,3.8886,0.0297,0.622,0.5234,32.05,32.05
2025-01-10,2025-01-24,0.0383,93105.47,0.00586,0.005854,0.5279,-0.6232,1.8055,1.5576,0.0908,0.4576,0.1,0.1
2025-01-10,2025-01-31,0.0575,93636.08,0.005674,0.005684,0.5425,-0.0695,2.3747,1.7522,-0.0692,0.2501,-0.16,-0.16
2025-01-10,2025-02-28,0.1342,95622.54,0.004199,0.003767,0.5504,0.071,1.4078,1.9882,-0.1359,0.2276,10.28,10.28
2025-01-10,2025-03-28,0.2108,94677.28,0.004303,0.004303,0.5713,0.1101,1.1492,1.9928,-0.0134,0.1594,-0.0,-0.0
2025-01-10,2025-06-27,0.46,94713.3,0.002956,0.002984,0.5682,0.0748,1.0738,1.9931,0.0112,0.2696,-0.94,-0.94
2025-01-17,2025-06-27,0.4408,102754.77,0.002812,0.002812,0.5841,0.0492,0.987,1.9941,-0.0303,0.259,-0.01,-0.01
2025-01-17,2025-03-28,0.1916,105672.48,0.004699,0.004699,0.585,0.0913,1.4372,1.99,-0.0123,0.1587,-0.0,-0.0
2025-01-17,2025-02-28,0.115,104967.63,0.004047,0.003904,0.5608,-0.3586,2.0577,2.0141,0.1785,0.3315,3.54,3.54
2025-01-17,2025-02-07,0.0575,104170.16,0.007879,0.005114,0.5903,-0.2943,0.2334,0.3846,0.3681,0.3859,35.09,35.09
2025-01-17,2025-01-24,0.0192,102021.5,0.01416,0.013577,0.5565,-0.0669,4.2259,2.0014,0.0942,0.2942,4.12,4.12
2025-01-24,2025-01-31,0.0192,105663.04,0.031719,0.026659,0.5151,0.3266,3.8112,0.2426,-0.7054,0.1333,15.95,15.95
2025-01-24,2025-02-07,0.0383,105109.03,0.007433,0.006993,0.5522,0.0495,2.3359,0.0526,0.6398,0.4609,5.91,5.91
2025-01-24,2025-02-14,0.0575,103182.63,0.005748,0.007816,0.5255,-0.3354,0.8017,1.7656,0.1687,0.3165,-35.98,-35.98
2025-01-24,2025-02-28,0.0958,104736.32,0.004426,0.005192,0.5337,0.3041,0.7036,2.001,0.1367,0.3112,-17.3,-17.3
2025-01-24,2025-03-28,0.1725,104975.6,0.003256,0.003257,0.5716,0.0725,1.3025,1.9929,-0.0293,0.2591,-0.02,-0.02
2025-01-24,2025-06-27,0.4216,104791.67,0.002705,0.001131,0.572,0.0697,0.948,1.994,-0.0797,0.2471,58.18,50.0
2025-01-31,2025-03-28,0.1533,105839.52,0.0043,0.004299,0.5324,0.0697,1.5045,1.9753,-0.0348,0.2599,0.01,0.01
2025-01-31,2025-04-25,0.23,102078.81,0.00216,0.002149,0.5459,0.2489,0.6599,1.998,0.0101,0.2732,0.52,0.52
2025-01-31,2025-02-28,0.0767,104282.0,0.004765,0.004765,0.5009,0.1058,1.7884,1.958,-0.0118,0.1346,-0.0,-0.0
2025-01-31,2025-06-27,0.4025,102372.56,0.002403,0.001994,0.5542,0.1175,0.7937,1.9959,-0.008,0.2663,17.02,17.02
2025-01-31,2025-02-14,0.0383,104361.47,0.003806,0.003446,0.4564,-0.999,0.6113,1.4318,0.1352,0.3703,9.44,9.44
2025-01-31,2025-02-07,0.0192,101707.76,0.008003,0.010201,0.4617,-0.5727,0.8792,0.2906,0.1828,0.3249,-27.46,-27.46
2025-01-31,2025-02-21,0.0575,101840.54,0.003116,0.003098,0.4854,-0.999,0.3467,0.5139,0.2755,0.1891,0.58,0.58
2025-02-07,2025-04-25,0.2108,95879.6,0.005211,0.0031,0.4765,-0.0595,1.8746,2.0019,-0.2072,0.2201,40.52,40.52
2025-02-07,2025-03-28,0.1342,95732.06,0.004911,0.004911,0.519,-0.1122,1.6111,0.3871,-0.0138,0.1492,-0.0,-0.0
2025-02-07,2025-06-27,0.3833,97368.29,0.002091,0.002094,0.5531,0.0351,0.89,1.9966,-0.0237,0.1605,-0.15,-0.15
2025-02-07,2025-02-21,0.0383,97127.76,0.007836,0.007674,0.4403,-0.0279,2.7113,0.5647,-0.3832,0.2237,2.07,2.07
2025-02-07,2025-02-14,0.0192,95805.56,0.012676,0.01134,0.4596,0.2601,0.5463,0.0645,0.2798,0.3648,10.54,10.54
