date,expiry,T,F,sabr_rmse,js_rmse,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,improvement,improvement_winsorised
2025-02-07,2025-02-28,0.0575,98921.22,0.00471,0.004704,0.4819,-0.1397,2.5457,0.2387,0.1082,0.1449,0.11,0.11
2025-02-14,2025-02-21,0.0192,98452.43,0.007632,0.007165,0.3703,-0.1959,4.8713,5.9431,0.0716,0.0215,6.12,6.12
2025-02-14,2025-02-28,0.0383,97918.85,0.008427,0.008399,0.4307,-0.0284,3.0787,0.3686,-0.1272,0.2587,0.33,0.33
2025-02-14,2025-03-07,0.0575,96872.61,0.006589,0.003889,0.431,0.3308,1.6244,0.5124,-0.4058,0.2086,40.97,40.97
2025-02-14,2025-03-28,0.115,96905.29,0.005282,0.007584,0.5026,-0.0002,0.3007,1.9997,0.0936,0.2981,-43.57,-43.57
2025-02-14,2025-04-25,0.1916,97938.46,0.004322,0.00436,0.5157,-0.0246,1.3818,1.9807,0.0415,0.2648,-0.87,-0.87
2025-02-14,2025-06-27,0.3641,96646.32,0.001657,0.001666,0.5446,0.0797,0.9652,1.9965,-0.0297,0.1592,-0.51,-0.51
2025-02-21,2025-04-25,0.1725,95491.69,0.003812,0.003817,0.4981,0.2899,0.6998,0.4999,-0.0991,0.3003,-0.12,-0.12
2025-02-21,2025-03-28,0.0958,97632.51,0.006244,0.006244,0.4604,-0.0122,1.8888,0.4687,-0.0473,0.3083,-0.0,-0.0
2025-02-21,2025-06-27,0.345,95165.35,0.00138,0.001127,0.5144,-0.0535,1.1998,1.9839,-0.1282,0.1361,18.31,18.31
2025-02-21,2025-03-07,0.0383,95209.51,0.010464,0.010434,0.4086,-0.24,3.4367,0.4462,-0.5673,0.9808,0.28,0.28
2025-02-21,2025-02-28,0.0192,99266.1,0.014939,0.013651,0.3682,-0.0886,4.714,0.3714,0.1741,0.3212,8.62,8.62
2025-02-21,2025-03-14,0.0575,94947.13,0.004537,0.004386,0.4005,0.0377,2.0825,0.5023,-0.4279,0.2026,3.33,3.33
2025-02-28,2025-03-07,0.0192,84189.45,0.025919,0.022157,0.5674,-0.7661,2.9789,2.5428,0.1416,0.3274,14.51,14.51
2025-02-28,2025-03-14,0.0383,83730.56,0.017221,0.015594,0.5108,-0.5821,3.5034,2.3452,0.1324,0.3144,9.45,9.45
2025-02-28,2025-03-21,0.0575,79295.57,0.013109,0.013075,0.5235,-0.3629,2.8359,2.0103,0.069,0.1533,0.26,0.26
2025-02-28,2025-03-28,0.0767,79338.96,0.013892,0.013892,0.5224,-0.265,2.5045,0.4002,-0.0433,0.2912,-0.0,-0.0
2025-02-28,2025-04-25,0.1533,79301.78,0.007129,0.007131,0.5046,-0.176,1.5251,1.9307,-0.0635,0.2517,-0.02,-0.02
2025-02-28,2025-05-30,0.2491,84516.97,0.00437,0.00437,0.5023,0.009,1.2106,1.9938,-0.0162,0.159,-0.01,-0.01
2025-02-28,2025-06-27,0.3258,80470.3,0.0043,0.004328,0.5268,0.0236,0.7467,1.9988,-0.0073,0.1645,-0.66,-0.66
2025-03-07,2025-06-27,0.3066,87706.53,0.002003,0.002005,0.5217,0.0084,1.2081,1.9834,-0.0299,0.1521,-0.08,-0.08
2025-03-07,2025-05-30,0.23,87010.99,0.010642,0.007096,0.6191,-0.9906,2.169,2.4181,0.2192,0.2802,33.32,33.32
2025-03-07,2025-04-25,0.1342,87587.83,0.008489,0.008443,0.5,-0.3716,2.0719,1.9805,0.1245,0.286,0.55,0.55
2025-03-07,2025-03-21,0.0383,86481.8,0.018702,0.016983,0.5502,-0.1979,2.2858,0.1172,0.5397,0.2968,9.19,9.19
2025-03-07,2025-03-14,0.0192,89014.23,0.026177,0.025994,0.5635,-0.1435,5.0,0.6159,0.1618,0.2949,0.7,0.7
2025-03-07,2025-03-28,0.0575,88076.04,0.009363,0.009392,0.5089,-0.15,2.9108,1.9946,0.05,0.1716,-0.31,-0.31
2025-03-14,2025-03-21,0.0192,81771.49,0.013156,0.008695,0.5223,-0.3897,2.6929,0.1336,0.2481,0.186,33.91,33.91
2025-03-14,2025-03-28,0.0383,84802.54,0.010518,0.010519,0.5001,-0.2356,3.2866,0.0001,-0.3395,0.1002,-0.01,-0.01
2025-03-14,2025-04-04,0.0575,82305.57,0.003958,0.003589,0.5146,-0.9579,1.1308,1.8948,0.1276,0.3099,9.34,9.34
2025-03-14,2025-04-25,0.115,84890.8,0.003342,0.003343,0.5185,-0.1256,1.5358,1.9713,-0.0357,0.2538,-0.02,-0.02
2025-03-14,2025-05-30,0.2108,84826.56,0.004298,0.002972,0.5288,-0.0886,1.2322,2.0027,-0.0237,0.271,30.85,30.85
2025-03-14,2025-06-27,0.2875,83804.62,0.001451,0.000908,0.5216,-0.109,1.1904,1.9934,0.079,0.2866,37.44,37.44
2025-03-21,2025-05-30,0.1916,83561.21,0.003323,0.003342,0.486,0.4272,0.4783,0.4993,-0.1074,0.2995,-0.57,-0.57
2025-03-21,2025-04-25,0.0958,83973.54,0.003885,0.005977,0.4707,0.5947,0.4836,0.5022,-0.072,0.3084,-53.87,-53.87
2025-03-21,2025-06-27,0.2683,84163.54,0.002285,0.002285,0.4968,0.1252,0.8903,1.9963,-0.013,0.1344,-0.01,-0.01
2025-03-21,2025-04-04,0.0383,83951.59,0.005664,0.005657,0.443,-0.1687,3.3346,0.4624,-0.0129,0.3237,0.12,0.12
2025-03-21,2025-03-28,0.0192,83934.81,0.008082,0.006834,0.414,-0.1384,4.563,0.0353,0.3043,0.2742,15.44,15.44
2025-03-21,2025-04-11,0.0575,83726.53,0.003598,0.003593,0.4384,-0.1229,2.6413,0.4982,-0.1988,0.2719,0.16,0.16
2025-03-28,2025-04-04,0.0192,84891.39,0.020219,0.009863,0.441,-0.0916,4.0395,0.495,-0.6389,0.1534,51.22,50.0
2025-03-28,2025-04-11,0.0383,83976.44,0.006191,0.006192,0.4676,-0.3391,3.454,0.0001,-1.5185,1.4096,-0.01,-0.01
2025-03-28,2025-04-18,0.0575,83706.57,0.006024,0.00629,0.4082,-0.1406,2.5752,0.512,-0.532,0.179,-4.4,-4.4
2025-03-28,2025-04-25,0.0767,84655.71,0.011254,0.010888,0.4133,0.2929,1.4698,0.4812,-0.5754,0.1479,3.25,3.25
2025-03-28,2025-05-30,0.1725,85141.84,0.00428,0.004309,0.4688,-0.1549,1.576,0.4634,0.0888,0.3486,-0.69,-0.69
2025-03-28,2025-06-27,0.2491,83940.92,0.002967,0.002969,0.4826,-0.1164,1.3255,1.9918,-0.0361,0.3107,-0.09,-0.09
2025-04-04,2025-06-27,0.23,83002.06,0.005876,0.00454,0.4422,-0.283,1.95,2.004,-0.2215,0.1328,22.75,22.75
2025-04-04,2025-05-30,0.1533,84097.58,0.008919,0.007892,0.5029,-0.2244,1.428,2.0004,0.0654,0.1777,11.51,11.51
2025-04-04,2025-04-18,0.0383,84156.86,0.009956,0.009141,0.5207,-0.999,1.5929,1.9499,0.1444,0.1583,8.18,8.18
2025-04-04,2025-04-11,0.0192,82229.04,0.022005,0.022031,0.5466,-0.4456,4.6447,0.0001,0.5245,1.0279,-0.11,-0.11
2025-04-04,2025-04-25,0.0575,84471.45,0.007979,0.007024,0.5014,-0.9221,1.3183,1.9068,0.1656,0.1589,11.96,11.96
2025-04-11,2025-04-18,0.0192,80991.39,0.011191,0.011167,0.5222,-0.2018,3.7785,0.8437,0.0487,0.285,0.21,0.21
2025-04-11,2025-04-25,0.0383,83581.5,0.00707,0.007067,0.5079,-0.0985,3.0635,0.7156,0.015,0.2599,0.03,0.03
2025-04-11,2025-05-02,0.0575,83925.87,0.007956,0.005612,0.4923,-0.737,0.9971,1.9186,0.1371,0.3108,29.46,29.46
2025-04-11,2025-05-30,0.1342,83666.8,0.005507,0.005943,0.4932,-0.6164,2.2576,2.0229,0.1901,0.2123,-7.92,-7.92
2025-04-11,2025-06-27,0.2108,83962.65,0.004475,0.003311,0.4363,-0.1288,2.1226,2.0215,-0.2329,0.2809,26.01,26.01
2025-04-11,2025-09-26,0.46,79655.42,0.003465,0.003482,0.5296,-0.0644,0.7008,1.9986,0.0083,0.1368,-0.49,-0.49
2025-04-18,2025-06-27,0.1916,84715.17,0.003524,0.003524,0.4838,-0.0092,1.1889,0.482,-0.0476,0.3105,-0.0,-0.0
2025-04-18,2025-05-09,0.0575,84656.81,0.005545,0.005546,0.4242,-0.1665,2.9883,0.0218,-0.3683,0.5975,-0.01,-0.01
2025-04-18,2025-05-30,0.115,84468.37,0.005424,0.002953,0.4592,-0.929,0.35,0.5121,0.2345,0.4021,45.55,45.55
2025-04-18,2025-04-25,0.0192,84370.03,0.021306,0.01234,0.3796,-0.2722,4.4429,0.1753,0.2873,0.0001,42.08,42.08
2025-04-18,2025-05-02,0.0383,84724.63,0.00568,0.006341,0.4062,-0.4783,1.0926,0.4712,0.1918,0.3889,-11.65,-11.65
2025-04-25,2025-05-02,0.0192,93816.8,0.014342,0.010943,0.3954,0.0816,4.7819,0.0344,-2.0,0.2186,23.7,23.7
2025-04-25,2025-05-09,0.0383,94716.29,0.009897,0.009792,0.4138,0.0771,3.1563,0.321,-0.1353,0.2309,1.07,1.07
2025-04-25,2025-05-16,0.0575,94432.04,0.008201,0.008191,0.4335,0.0254,2.452,0.3442,-0.1466,0.2656,0.11,0.11
2025-04-25,2025-05-30,0.0958,94698.14,0.007584,0.007584,0.4443,0.0501,2.0501,0.4927,-0.0488,0.3133,-0.0,-0.0
2025-04-25,2025-06-27,0.1725,93633.14,0.004853,0.004853,0.4637,0.0435,1.5532,0.4973,-0.0478,0.3157,0.0,0.0
2025-04-25,2025-07-25,0.2491,94651.34,0.001903,0.001919,0.4898,0.4533,0.4912,0.5017,-0.1267,0.2919,-0.84,-0.84
2025-04-25,2025-09-26,0.4216,94695.33,0.001959,0.002348,0.5037,0.3541,0.429,1.9963,-0.0102,0.1335,-19.85,-19.85
2025-05-02,2025-09-26,0.4025,96865.34,0.003859,0.003822,0.5004,0.3402,0.4422,1.996,-0.0051,0.1342,0.96,0.96
2025-05-02,2025-07-25,0.23,96974.78,0.003791,0.003799,0.4779,0.5139,0.5856,0.5018,-0.1237,0.2929,-0.22,-0.22
2025-05-02,2025-06-27,0.1533,97674.76,0.003231,0.003221,0.4617,0.0697,1.3695,0.475,0.0292,0.3349,0.32,0.32
2025-05-02,2025-05-30,0.0767,97879.09,0.009285,0.009285,0.4336,0.1082,2.1133,0.4689,-0.0473,0.308,-0.0,-0.0
2025-05-02,2025-05-16,0.0383,97381.68,0.009634,0.007078,0.4147,-0.7368,1.3184,1.104,0.147,0.3654,26.54,26.54
2025-05-02,2025-05-09,0.0192,96503.03,0.018106,0.009748,0.3893,-0.0433,3.9978,0.0529,0.4879,0.1345,46.16,46.16
2025-05-02,2025-05-23,0.0575,97203.71,0.008805,0.008714,0.4206,0.4672,0.1828,0.4614,0.2091,0.3937,1.03,1.03
2025-05-09,2025-05-16,0.0192,103782.6,0.014621,0.013041,0.3956,0.0068,4.9034,0.019,0.5862,0.1923,10.81,10.81
2025-05-09,2025-05-23,0.0383,103713.28,0.004284,0.004286,0.4161,0.061,2.7782,0.0001,0.4611,0.4707,-0.04,-0.04
2025-05-09,2025-05-30,0.0575,102735.87,0.015441,0.015441,0.4071,-0.0682,2.892,0.3577,-0.0406,0.2853,0.0,0.0
2025-05-09,2025-06-27,0.1342,103382.03,0.005897,0.005897,0.4408,0.004,1.6996,0.3936,-0.0414,0.2913,-0.0,-0.0
2025-05-09,2025-07-25,0.2108,102998.06,0.006105,0.002958,0.4637,0.0377,1.2197,0.634,-0.0551,0.3177,51.55,50.0
2025-05-09,2025-09-26,0.3833,103196.55,0.00088,0.000843,0.4708,-0.1942,1.2708,0.4594,0.2298,0.3924,4.3,4.3
2025-05-16,2025-07-25,0.1916,103676.29,0.00152,0.001521,0.4341,0.0288,1.3004,0.5034,-0.0044,0.3299,-0.09,-0.09
2025-05-16,2025-09-26,0.3641,103763.88,0.002012,0.0019,0.3986,0.6334,0.4466,0.9184,-0.4312,0.1928,5.56,5.56
2025-05-16,2025-06-27,0.115,103910.73,0.006957,0.006957,0.4028,0.0281,1.8865,0.5199,-0.0515,0.3203,0.0,0.0
2025-05-16,2025-05-23,0.0192,103740.1,0.012424,0.010722,0.3533,0.3274,0.7357,0.1465,0.2165,0.3811,13.7,13.7
2025-05-16,2025-05-30,0.0383,103855.61,0.006432,0.006451,0.3552,-0.046,3.6344,0.3557,0.0313,0.3051,-0.29,-0.29
2025-05-16,2025-06-06,0.0575,103661.58,0.002635,0.002628,0.3727,0.0149,2.6546,0.4779,-0.1234,0.2888,0.27,0.27
2025-05-23,2025-06-06,0.0383,109692.94,0.006943,0.006943,0.4341,0.0691,2.897,0.26,-0.0486,0.2719,-0.0,-0.0
2025-05-23,2025-06-13,0.0575,110657.3,0.00537,0.004306,0.4448,-0.4242,0.6485,0.4848,0.221,0.3948,19.81,19.81
2025-05-23,2025-06-27,0.0958,107373.79,0.01083,0.01083,0.4538,-0.049,1.857,0.501,-0.0499,0.3155,-0.0,-0.0
2025-05-23,2025-07-25,0.1725,108490.63,0.003249,0.003249,0.473,0.0365,1.2461,0.4559,-0.0442,0.3038,-0.0,-0.0
2025-05-23,2025-09-26,0.345,109894.68,0.002459,0.001575,0.4865,0.0757,0.7381,0.391,-0.106,0.113,35.92,35.92
2025-05-30,2025-06-06,0.0192,104180.98,0.021712,0.008605,0.3837,-0.2837,4.0889,0.035,0.4597,0.3032,60.37,50.0
2025-05-30,2025-06-13,0.0383,104096.74,0.008313,0.005461,0.4043,-0.1434,2.5337,0.0198,0.5962,0.5385,34.31,34.31
2025-05-30,2025-06-20,0.0575,104135.64,0.007277,0.007298,0.3662,0.0637,2.4643,0.4972,-0.6524,0.1311,-0.28,-0.28
2025-05-30,2025-06-27,0.0767,104223.29,0.009109,0.009109,0.4185,-0.0503,2.153,0.4772,-0.0493,0.3123,-0.0,-0.0
2025-05-30,2025-07-25,0.1533,105254.7,0.003291,0.003292,0.4429,-0.0603,1.4074,0.4793,-0.052,0.3147,-0.01,-0.01
2025-05-30,2025-08-29,0.2491,105394.29,0.005644,0.005649,0.4577,0.0323,0.7071,0.505,-0.1463,0.2864,-0.09,-0.09
2025-05-30,2025-09-26,0.3258,105254.7,0.002145,0.002146,0.4571,-0.0441,1.0548,0.5166,-0.0373,0.3281,-0.05,-0.05
2025-06-06,2025-08-29,0.23,103180.74,0.00402,0.004034,0.4303,0.1194,0.7054,0.5043,-0.143,0.2873,-0.34,-0.34
2025-06-06,2025-07-25,0.1342,105157.75,0.005178,0.005166,0.4036,-0.3194,1.5313,0.4785,0.1883,0.3854,0.24,0.24
2025-06-06,2025-09-26,0.3066,102864.73,0.00455,0.003283,0.3954,0.1106,1.0996,0.5877,-0.3697,0.2184,27.86,27.86
2025-06-06,2025-06-20,0.0383,103657.4,0.007852,0.018141,0.3817,-0.3965,0.7564,0.4956,0.1125,0.3742,-131.03,-131.03
2025-06-06,2025-06-13,0.0192,103529.66,0.015591,0.008343,0.3584,-0.2878,3.6049,0.156,0.0335,0.6808,46.49,46.49
2025-06-06,2025-06-27,0.0575,103435.61,0.017131,0.017131,0.3677,-0.1228,3.0493,0.4689,-0.0474,0.3078,0.0,0.0
2025-06-13,2025-09-26,0.2875,105596.19,0.002351,0.002351,0.4292,-0.035,1.0641,0.4749,-0.0477,0.3096,-0.0,-0.0
2025-06-13,2025-08-29,0.2108,105334.56,0.002393,0.002394,0.4222,-0.0869,1.1146,0.4854,-0.0756,0.3031,-0.07,-0.07
2025-06-13,2025-07-25,0.115,105085.09,0.005502,0.005467,0.395,-0.2943,1.6602,0.4821,0.1456,0.3734,0.62,0.62
2025-06-13,2025-06-20,0.0192,105310.44,0.018492,0.01291,0.382,-0.3942,3.6677,0.404,0.1487,0.394,30.19,30.19
2025-06-13,2025-06-27,0.0383,105041.69,0.011714,0.006186,0.3774,-0.3241,2.4138,0.2208,0.2026,0.3945,47.19,47.19
2025-06-13,2025-07-04,0.0575,102853.22,0.006469,0.006459,0.3876,-0.3734,3.0942,0.5977,0.0484,0.2765,0.16,0.16
2025-06-20,2025-06-27,0.0192,102392.55,0.026302,0.026298,0.3494,-0.1549,5.0,0.4662,-0.0301,0.3088,0.02,0.02
2025-06-20,2025-07-04,0.0383,105593.6,0.007849,0.006196,0.3541,-0.1952,3.182,0.0386,0.3754,0.4017,21.05,21.05
2025-06-20,2025-07-25,0.0958,102640.64,0.004601,0.004882,0.3847,-0.4845,1.4663,0.4782,0.1444,0.3716,-6.09,-6.09
2025-06-20,2025-08-29,0.1916,103105.34,0.002572,0.00138,0.4096,-0.1401,1.1405,0.4918,0.006,0.3316,46.34,46.34
2025-06-20,2025-09-26,0.2683,103275.14,0.000792,0.00081,0.4087,-0.1458,1.1886,0.522,-0.231,0.2642,-2.21,-2.21
2025-06-20,2025-07-11,0.0575,103778.03,0.005067,0.007673,0.3608,-0.7447,1.5829,1.5984,0.0999,0.2963,-51.45,-51.45
2025-06-27,2025-07-04,0.0192,106687.02,0.024487,0.007937,0.3045,-0.1222,3.8417,0.0331,0.4315,0.4891,67.58,50.0
2025-06-27,2025-07-11,0.0383,106781.23,0.003147,0.003771,0.3157,-0.5178,2.4146,1.4672,0.0877,0.2931,-19.86,-19.86
2025-06-27,2025-07-18,0.0575,106977.97,0.005362,0.007597,0.3215,-0.372,2.8431,0.8462,0.0993,0.3322,-41.69,-41.69
2025-06-27,2025-07-25,0.0767,106867.95,0.004968,0.00496,0.3507,-0.0985,2.0611,0.4796,0.003,0.3271,0.17,0.17
2025-06-27,2025-08-29,0.1725,106721.02,0.002264,0.002225,0.384,0.1441,0.6259,0.5046,-0.1541,0.2838,1.71,1.71
2025-06-27,2025-09-26,0.2491,107318.52,0.005647,0.001678,0.4006,0.0102,0.9963,0.4818,-0.0074,0.322,70.28,50.0
2025-07-04,2025-12-26,0.4791,107679.5,0.001402,0.001445,0.4249,-0.0274,0.6882,0.5041,-0.1565,0.2832,-3.04,-3.04
2025-07-04,2025-09-26,0.23,107763.81,0.003967,0.003967,0.3959,-0.0971,1.3719,0.4731,-0.0513,0.3142,-0.0,-0.0
2025-07-04,2025-08-29,0.1533,107918.23,0.004086,0.003976,0.3724,-0.2305,1.5109,0.4728,0.1317,0.368,2.7,2.7
2025-07-04,2025-07-18,0.0383,108649.55,0.003567,0.003541,0.2722,0.1531,3.3195,1.7704,-0.1641,0.1017,0.73,0.73
2025-07-04,2025-07-11,0.0192,108870.2,0.024729,0.007396,0.3002,-0.2563,5.0,0.0685,0.2433,0.4166,70.09,50.0
2025-07-04,2025-07-25,0.0575,107828.11,0.007501,0.0066,0.3434,-0.22,2.5206,0.0493,0.2826,0.4591,12.02,12.02
2025-07-11,2025-09-26,0.2108,118682.27,0.006324,0.006326,0.3975,-0.0101,1.3585,0.4868,-0.042,0.3146,-0.03,-0.03
2025-07-11,2025-08-29,0.1342,117670.14,0.00424,0.00424,0.3798,-0.0083,1.3416,0.5082,-0.0457,0.3171,0.0,0.0
2025-07-11,2025-12-26,0.46,117806.48,0.003323,0.003324,0.4279,0.0415,0.8644,0.4681,-0.0294,0.2621,-0.02,-0.02
2025-07-11,2025-07-25,0.0383,116918.78,0.021405,0.021405,0.3497,-0.1662,3.3906,0.3516,-0.0434,0.2961,-0.0,-0.0
2025-07-11,2025-07-18,0.0192,118227.27,0.020847,0.020847,0.3447,-0.0266,4.7926,0.2981,-0.0424,0.2917,-0.0,-0.0
2025-07-11,2025-08-01,0.0575,117391.66,0.004828,0.004929,0.342,-0.7921,0.9111,1.8031,0.0972,0.2986,-2.1,-2.1
2025-07-18,2025-07-25,0.0192,117754.8,0.027127,0.023286,0.3602,-0.3241,5.0,0.0602,0.2434,0.4336,14.16,14.16
2025-07-18,2025-08-01,0.0383,120360.34,0.012066,0.036079,0.404,0.4348,0.0001,0.5047,0.114,0.3693,-199.03,-199.03
2025-07-18,2025-08-08,0.0575,117602.33,0.007576,0.007246,0.3651,-0.7288,0.0001,0.2994,0.2004,0.3527,4.36,4.36
2025-07-18,2025-08-29,0.115,117749.1,0.005196,0.005196,0.3678,0.0743,1.6767,0.4774,-0.0493,0.3149,0.0,0.0
2025-07-18,2025-09-26,0.1916,118028.74,0.006338,0.0043,0.3563,0.0901,1.5855,0.603,-0.2306,0.27,32.16,32.16
2025-07-18,2025-12-26,0.4408,118579.15,0.001987,0.001987,0.4204,0.0697,0.8835,0.4809,-0.0472,0.3108,0.0,0.0
2025-07-25,2025-09-26,0.1725,115131.92,0.00412,0.004121,0.4089,-0.1375,1.4585,0.4643,-0.0405,0.3097,-0.04,-0.04
2025-07-25,2025-10-31,0.2683,116653.83,0.002744,0.002713,0.4177,-0.2438,1.3048,0.4645,0.1515,0.3709,1.13,1.13
2025-07-25,2025-08-29,0.0958,115952.31,0.00818,0.008181,0.3772,-0.2049,2.3441,0.4668,-0.0455,0.3086,-0.0,-0.0
2025-07-25,2025-12-26,0.4216,115120.86,0.00302,0.00302,0.4458,-0.0137,0.8203,0.4777,-0.045,0.3096,-0.0,-0.0
2025-07-25,2025-08-08,0.0383,115598.64,0.007853,0.007815,0.3611,-0.2062,3.7984,0.3584,-0.2768,0.6326,0.48,0.48
2025-07-25,2025-08-01,0.0192,118275.33,0.02013,0.007808,0.3501,-0.1036,5.0,0.1246,0.3608,0.1199,61.21,50.0
2025-07-25,2025-08-15,0.0575,115607.15,0.00486,0.015785,0.3675,-0.3152,1.0374,1.8741,0.0809,0.2963,-224.83,-224.83
2025-08-01,2025-08-08,0.0192,115886.05,0.014109,0.011496,0.3177,-0.1101,5.0,0.0262,0.2325,0.5479,18.52,18.52
2025-08-01,2025-08-15,0.0383,113369.11,0.009809,0.006428,0.3329,0.0109,1.0432,0.0424,0.3171,0.3846,34.47,34.47
2025-08-01,2025-08-22,0.0575,115247.59,0.007601,0.007585,0.3269,-0.1901,2.9168,0.3715,0.0321,0.3105,0.21,0.21
2025-08-01,2025-08-29,0.0767,113600.49,0.005353,0.005093,0.3372,-0.1793,2.2898,0.442,-0.1681,0.2472,4.85,4.85
2025-08-01,2025-09-26,0.1533,113904.21,0.00524,0.00524,0.3736,-0.1663,1.6082,0.4017,-0.0456,0.2975,-0.0,-0.0
2025-08-01,2025-10-31,0.2491,114525.69,0.001937,0.00197,0.4082,-0.0403,0.6862,0.5041,-0.1442,0.287,-1.7,-1.7
2025-08-01,2025-12-26,0.4025,115139.58,0.001849,0.001849,0.437,-0.092,0.7949,0.4761,-0.0463,0.3103,-0.0,-0.0
2025-08-08,2025-12-26,0.3833,116663.8,0.002903,0.002903,0.4144,-0.0449,0.9279,0.4801,-0.0493,0.3103,-0.0,-0.0
2025-08-08,2025-10-31,0.23,116041.29,0.001801,0.001537,0.373,-0.1225,1.0562,2.0077,0.0244,0.2818,14.67,14.67
2025-08-08,2025-09-26,0.1342,116556.12,0.003321,0.004424,0.3238,-0.5903,1.5824,1.8958,0.0967,0.3002,-33.24,-33.24
2025-08-08,2025-08-22,0.0383,116801.91,0.008799,0.005905,0.2947,-0.9643,0.0001,0.0963,0.2188,0.3616,32.89,32.89
2025-08-08,2025-08-15,0.0192,117370.11,0.019965,0.019965,0.2873,-0.1798,5.0,0.8497,-0.0082,0.1279,0.0,0.0
2025-08-08,2025-08-29,0.0575,116646.62,0.004766,0.00469,0.2919,-0.1761,2.91,1.9804,-0.0571,0.1605,1.59,1.59
2025-08-15,2025-08-22,0.0192,116964.77,0.019147,0.01182,0.3078,-0.8864,0.4253,0.094,0.2368,0.1705,38.26,38.26
2025-08-15,2025-08-29,0.0383,117838.83,0.008913,0.005761,0.3236,-0.3575,3.4658,0.0111,0.6107,0.4471,35.36,35.36
2025-08-15,2025-09-05,0.0575,117313.41,0.006968,0.006532,0.2989,-0.1968,2.9163,2.0155,-0.1284,0.2404,6.26,6.26
2025-08-15,2025-09-26,0.115,117027.65,0.005327,0.005327,0.3403,-0.2439,2.0099,0.5661,-0.0536,0.331,-0.0,-0.0
2025-08-15,2025-10-31,0.2108,119116.42,0.008026,0.004322,0.3644,-0.1348,1.2513,1.9838,-0.0384,0.2597,46.15,46.15
2025-08-15,2025-12-26,0.3641,116861.45,0.00207,0.002074,0.4076,-0.1275,0.9791,0.4689,0.0443,0.3367,-0.21,-0.21
2025-08-22,2025-10-31,0.1916,116541.67,0.002662,0.00265,0.3376,-0.2171,1.5822,1.9958,0.029,0.284,0.42,0.42
2025-08-22,2025-09-26,0.0958,116707.58,0.005462,0.005459,0.3243,-0.1407,2.3419,0.4763,-0.0654,0.3038,0.05,0.05
2025-08-22,2025-12-26,0.345,116739.81,0.005087,0.001714,0.3875,-0.3344,1.0971,0.4609,0.1532,0.3674,66.32,50.0
2025-08-22,2025-09-05,0.0383,112503.93,0.014323,0.01145,0.3493,-0.4867,3.5998,0.0153,0.7973,1.2796,20.06,20.06
2025-08-22,2025-08-29,0.0192,116768.19,0.028195,0.02523,0.3617,-0.8435,0.9296,0.4552,0.2156,0.3121,10.52,10.52
2025-08-22,2025-09-12,0.0575,112847.69,0.008225,0.008368,0.2318,0.6792,1.7881,2.3203,-0.2418,0.1348,-1.74,-1.74
2025-08-29,2025-12-26,0.3258,108739.35,0.001082,0.001083,0.4003,-0.2064,1.0801,0.503,-0.0395,0.3195,-0.1,-0.1
2025-08-29,2025-10-31,0.1725,109250.93,0.005188,0.005188,0.3765,-0.2372,1.2531,1.8209,-0.0385,0.2573,-0.01,-0.01
