date,expiry,T,merton_sigma,merton_lam,merton_muJ,merton_delta,merton_rmse,sabr_rmse,js_rmse
2024-09-20,2024-11-08,0.1342,0.5083,1.0087,0.1,0.3361,0.004526,0.002407,0.002407
2024-09-20,2024-11-29,0.1916,0.4898,1.0235,0.1,0.3768,0.00438,0.003178,0.003176
2024-09-20,2024-12-27,0.2683,0.4855,1.0171,-0.1,0.3895,0.008503,0.006026,0.006027
2024-09-27,2024-12-27,0.2491,0.4386,1.0191,-0.1,0.4397,0.00846,0.007456,0.007455
2024-09-27,2024-11-29,0.1725,0.4834,1.0102,-0.1,0.3463,0.003717,0.003413,0.003157
2024-09-27,2024-10-25,0.0767,0.4464,1.006,-0.1,0.2666,0.007419,0.005788,0.003859
2024-09-27,2024-11-08,0.115,0.4955,1.0103,0.1,0.3317,0.006212,0.006093,0.006093
2024-09-27,2024-10-11,0.0383,0.4518,1.0031,-0.1,0.2109,0.009502,0.006554,0.00652
2024-09-27,2024-10-04,0.0192,0.3361,17.7025,-0.1,0.079,0.024309,0.012241,0.012185
2024-09-27,2024-10-18,0.0575,0.4336,1.0065,0.1,0.2576,0.008761,0.004463,0.004464
2024-10-04,2024-10-11,0.0192,0.461,1.0011,0.1,0.1731,0.009338,0.009644,0.00883
2024-10-04,2024-10-18,0.0383,0.4506,1.0005,-0.1,0.1785,0.009462,0.008528,0.008677
2024-10-04,2024-10-25,0.0575,0.4527,1.0025,-0.1,0.2378,0.006406,0.005319,0.005359
2024-10-04,2024-11-08,0.0958,0.508,1.0072,0.1,0.3047,0.003782,0.004297,0.003305
2024-10-04,2024-11-29,0.1533,0.4841,1.011,-0.1,0.352,0.005042,0.004141,0.004136
2024-10-04,2024-12-27,0.23,0.4492,1.0189,0.1,0.4163,0.004901,0.002884,0.002861
2024-10-11,2024-12-27,0.2108,0.4075,1.0194,-0.1,0.4434,0.004536,0.004284,0.003598
2024-10-11,2024-11-29,0.1342,0.458,1.0108,-0.1,0.3459,0.005851,0.005363,0.005364
2024-10-11,2024-11-08,0.0767,0.4724,1.011,0.1,0.3338,0.006407,0.003307,0.006613
2024-10-11,2024-11-01,0.0575,0.4071,1.0088,-0.1,0.2827,0.009867,0.002166,0.002335
2024-10-11,2024-10-18,0.0192,0.4019,1.0008,-0.1,0.1461,0.012643,0.007985,0.010545
2024-10-11,2024-10-25,0.0383,0.3136,11.5436,-0.1,0.1016,0.008388,0.008397,0.008398
2024-10-18,2024-10-25,0.0192,0.3637,5.8341,0.1001,0.1192,0.02672,0.027371,0.020648
2024-10-18,2024-11-01,0.0383,0.3504,7.4299,0.1,0.1196,0.009535,0.007804,0.007804
2024-10-18,2024-11-08,0.0575,0.4827,1.0153,-0.1,0.3507,0.012674,0.004213,0.004213
2024-10-18,2024-11-29,0.115,0.4644,1.0112,-0.1,0.3563,0.008429,0.007679,0.007679
2024-10-18,2024-12-27,0.1916,0.4731,1.0076,0.1,0.3296,0.007683,0.003767,0.003767
2024-10-25,2025-03-28,0.4216,0.4996,1.0072,0.1,0.2424,0.006574,0.001184,0.001189
2024-10-25,2025-01-31,0.2683,0.426,1.0159,-0.1,0.3976,0.004963,0.003937,0.003531
2024-10-25,2024-12-27,0.1725,0.4443,1.0058,-0.1,0.36,0.014114,0.003126,0.002688
2024-10-25,2024-11-15,0.0575,0.5163,1.0023,-0.1,0.2896,0.008942,0.005044,0.004764
2024-10-25,2024-11-08,0.0383,0.5328,1.0115,0.1,0.3219,0.011078,0.007462,0.007462
2024-10-25,2024-11-29,0.0958,0.4786,1.0113,-0.1,0.3414,0.006985,0.004755,0.004766
2024-10-25,2024-11-01,0.0192,0.2977,20.0,-0.1006,0.069,0.017891,0.015757,0.014625
2024-11-01,2024-11-08,0.0192,0.596,13.3579,-0.1002,0.1175,0.017831,0.010796,0.010796
2024-11-01,2024-11-15,0.0383,0.4566,20.0,0.0987,0.1138,0.168191,0.137885,0.113212
2024-11-01,2024-11-22,0.0575,0.5515,1.0019,-0.1,0.2989,0.008792,0.006229,0.00688
2024-11-01,2024-11-29,0.0767,0.5214,1.0106,-0.1,0.3393,0.007341,0.004524,0.004533
2024-11-01,2024-12-27,0.1533,0.4719,1.0101,-0.1,0.3339,0.006475,0.005696,0.004919
2024-11-01,2025-01-31,0.2491,0.411,1.0172,-0.1,0.4157,0.002872,0.004571,0.00232
2024-11-01,2025-03-28,0.4025,0.38,0.996,-0.1,0.4502,0.003467,0.003465,0.00342
2024-11-08,2024-11-29,0.0575,0.4578,1.0024,0.1,0.2162,0.014845,0.013848,0.013848
2024-11-08,2025-01-31,0.23,0.4193,1.0145,-0.1,0.3659,0.006956,0.005623,0.005636
2024-11-08,2024-12-27,0.1342,0.4561,1.0073,-0.1,0.2884,0.006108,0.005267,0.005267
2024-11-08,2024-11-22,0.0383,0.4646,1.002,0.1,0.1996,0.01311,0.011092,0.011099
2024-11-08,2024-11-15,0.0192,0.3984,6.4889,0.1,0.1053,0.02195,0.022592,0.022592
2024-11-15,2024-12-06,0.0575,0.5229,1.0098,-0.1,0.316,0.009358,0.011471,0.011771
2024-11-15,2024-12-27,0.115,0.2526,10.5824,0.1007,0.1697,0.010481,0.009371,0.009371
2024-11-15,2025-01-31,0.2108,0.4156,1.0228,-0.1,0.4763,0.009372,0.009564,0.005719
2024-11-15,2025-03-28,0.3641,0.4157,1.007,0.1,0.4371,0.001984,0.001227,0.001244
2024-11-22,2024-12-06,0.0383,0.5405,1.0202,-0.1,0.4248,0.015847,0.013271,0.013271
2024-11-22,2025-03-28,0.345,0.5069,1.0152,0.1,0.3775,0.010082,0.002573,0.002573
2024-11-22,2025-01-31,0.1916,0.4946,1.0229,0.1,0.4252,0.011336,0.007116,0.007116
2024-11-22,2024-12-13,0.0575,0.519,1.02,0.1,0.4372,0.006705,0.005342,0.005301
2024-11-22,2024-12-27,0.0958,0.5263,1.0042,0.1,0.3655,0.014385,0.011751,0.011751
2024-11-29,2025-02-28,0.2491,0.4431,1.0189,0.1,0.4426,0.005433,0.004445,0.004442
2024-11-29,2025-01-31,0.1725,0.4461,1.0243,0.1,0.4495,0.006959,0.003288,0.003288
2024-11-29,2024-12-27,0.0767,0.4857,1.0046,-0.1,0.3374,0.011488,0.011299,0.011299
2024-11-29,2025-03-28,0.3258,0.5327,1.0083,0.1,0.2536,0.008175,0.002893,0.002895
2024-11-29,2024-12-13,0.0383,0.3531,12.4918,0.0997,0.1241,0.007805,0.007891,0.007891
2024-11-29,2024-12-20,0.0575,0.4801,1.0112,0.1,0.3385,0.007455,0.007232,0.00707
2024-12-06,2024-12-13,0.0192,0.396,20.0,0.1,0.0975,0.040542,0.026373,0.026373
2024-12-06,2024-12-20,0.0383,0.5162,1.0058,-0.1,0.3112,0.027094,0.021937,0.01543
2024-12-06,2024-12-27,0.0575,0.5048,1.0043,-0.1,0.3597,0.015139,0.014188,0.014188
2024-12-06,2025-01-31,0.1533,0.4711,1.0102,0.1,0.4344,0.009429,0.009145,0.008664
2024-12-06,2025-02-28,0.23,0.4327,1.0217,-0.1,0.4867,0.007611,0.004779,0.004576
2024-12-06,2025-03-28,0.3066,0.4126,1.017,0.1,0.5111,0.004443,0.004074,0.00213
2024-12-13,2025-01-31,0.1342,0.4867,1.0063,-0.1,0.4163,0.003401,0.002896,0.002891
2024-12-13,2025-02-28,0.2108,0.4771,1.0223,-0.1,0.4395,0.002591,0.00263,0.002686
2024-12-13,2025-03-28,0.2875,0.4315,1.0223,0.1,0.5089,0.001946,0.001857,0.001857
2024-12-13,2025-01-03,0.0575,0.4886,1.0118,0.1,0.3381,0.007554,0.004496,0.005821
2024-12-13,2024-12-27,0.0383,0.4081,5.4984,0.1001,0.1729,0.020251,0.017717,0.017717
2024-12-20,2025-01-03,0.0383,0.5072,1.0118,0.1,0.3515,0.016152,0.014727,0.014092
2024-12-20,2025-01-10,0.0575,0.5067,1.014,0.1,0.3614,0.013818,0.011966,0.011681
2024-12-20,2025-01-31,0.115,0.514,1.0131,-0.1,0.3927,0.011868,0.009903,0.009988
2024-12-20,2025-02-28,0.1916,0.5011,1.0105,0.1,0.428,0.007927,0.00666,0.00663
2024-12-20,2025-03-28,0.2683,0.4727,1.0226,-0.1,0.4751,0.008483,0.008241,0.008241
2024-12-27,2025-03-28,0.2491,0.4604,1.013,-0.1,0.4861,0.006502,0.005249,0.005249
2024-12-27,2025-02-28,0.1725,0.4715,0.9959,-0.1,0.491,0.003597,0.003322,0.003325
2024-12-27,2025-01-31,0.0958,0.5068,1.0097,0.1,0.3976,0.007979,0.006483,0.005523
2024-12-27,2025-01-03,0.0192,0.4087,20.0,-0.0991,0.0909,0.132032,0.112409,0.107857
2024-12-27,2025-01-10,0.0383,0.3552,17.6067,-0.1001,0.1125,0.010841,0.011586,0.011586
2024-12-27,2025-01-17,0.0575,0.2621,20.0,-0.1008,0.1248,0.052702,0.041593,0.041593
2025-01-03,2025-02-28,0.1533,0.4586,1.0126,-0.1,0.5156,0.006073,0.005289,0.005804
2025-01-03,2025-03-28,0.23,0.4316,1.026,-0.1,0.5569,0.005701,0.003047,0.003048
2025-01-03,2025-01-31,0.0767,0.4963,1.0105,-0.1,0.3937,0.00764,0.007595,0.007595
2025-01-03,2025-06-27,0.4791,0.35,1.0185,-0.1,0.6141,0.00824,0.005798,0.005403
2025-01-03,2025-01-17,0.0383,0.4926,1.0051,-0.1,0.2432,0.011332,0.008024,0.011674
2025-01-03,2025-01-24,0.0575,0.5,1.0098,-0.1,0.3144,0.008006,0.006138,0.006092
2025-01-10,2025-01-17,0.0192,0.5126,1.001,-0.1,0.2126,0.015396,0.011712,0.007959
2025-01-10,2025-01-24,0.0383,0.517,0.9999,-0.1,0.2259,0.007968,0.00586,0.005854
2025-01-10,2025-01-31,0.0575,0.5155,1.0019,-0.1,0.2877,0.006777,0.005674,0.005684
2025-01-10,2025-02-28,0.1342,0.4886,1.0123,-0.1,0.393,0.004259,0.004199,0.003767
2025-01-10,2025-03-28,0.2108,0.5118,1.0071,0.1,0.3367,0.01062,0.004303,0.004303
2025-01-10,2025-06-27,0.46,0.4349,1.0182,0.1,0.475,0.007711,0.002956,0.002984
2025-01-17,2025-06-27,0.4408,0.4184,1.0022,0.1,0.5199,0.004502,0.002812,0.002812
2025-01-17,2025-03-28,0.1916,0.5078,1.0001,-0.1,0.4114,0.011208,0.004699,0.004699
2025-01-17,2025-02-28,0.115,0.5047,1.016,0.1,0.4346,0.008703,0.004047,0.003904
2025-01-17,2025-02-07,0.0575,0.5394,1.0157,0.1,0.389,0.007345,0.007879,0.005114
2025-01-17,2025-01-24,0.0192,0.4485,20.0,-0.1,0.0986,0.016833,0.01416,0.013577
2025-01-24,2025-01-31,0.0192,0.4888,3.6165,-0.1,0.1841,0.029322,0.031719,0.026659
2025-01-24,2025-02-07,0.0383,0.5152,1.0128,0.1,0.3375,0.011753,0.007433,0.006993
2025-01-24,2025-02-14,0.0575,0.5124,1.0105,0.1,0.3245,0.007918,0.005748,0.007816
2025-01-24,2025-02-28,0.0958,0.484,1.0176,0.1,0.4159,0.008539,0.004426,0.005192
2025-01-24,2025-03-28,0.1725,0.4828,1.0056,0.1,0.416,0.007037,0.003256,0.003257
2025-01-24,2025-06-27,0.4216,0.4079,1.016,0.1,0.5077,0.005111,0.002705,0.001131
2025-01-31,2025-03-28,0.1533,0.4631,1.0116,-0.1,0.3685,0.007774,0.0043,0.004299
2025-01-31,2025-04-25,0.23,0.4573,1.0173,0.1,0.3814,0.003151,0.00216,0.002149
2025-01-31,2025-02-28,0.0767,0.4544,1.0103,-0.1,0.3211,0.007894,0.004765,0.004765
2025-01-31,2025-06-27,0.4025,0.4089,0.9982,0.1,0.4668,0.005978,0.002403,0.001994
2025-01-31,2025-02-14,0.0383,0.3649,10.2741,-0.1,0.1111,0.003776,0.003806,0.003446
2025-01-31,2025-02-07,0.0192,0.4405,1.8755,-0.1,0.1293,0.010045,0.008003,0.010201
2025-01-31,2025-02-21,0.0575,0.4595,1.0052,-0.1,0.249,0.003335,0.003116,0.003098
2025-02-07,2025-04-25,0.2108,0.4308,1.017,-0.1,0.4099,0.00336,0.005211,0.0031
2025-02-07,2025-03-28,0.1342,0.4856,0.0766,-0.1001,2.0,0.010579,0.004911,0.004911
2025-02-07,2025-06-27,0.3833,0.4485,1.0152,0.1,0.3953,0.003448,0.002091,0.002094
2025-02-07,2025-02-21,0.0383,0.4506,1.0013,0.1,0.213,0.019027,0.007836,0.007674
2025-02-07,2025-02-14,0.0192,0.4537,0.64,0.1,0.1766,0.011108,0.012676,0.01134
2025-02-07,2025-02-28,0.0575,0.462,1.0031,-0.1,0.2436,0.007209,0.00471,0.004704
2025-02-14,2025-02-21,0.0192,0.3213,19.8634,-0.0999,0.0674,0.007269,0.007632,0.007165
2025-02-14,2025-02-28,0.0383,0.4216,1.0037,0.1,0.2259,0.008093,0.008427,0.008399
2025-02-14,2025-03-07,0.0575,0.4393,1.005,0.1,0.2321,0.006076,0.006589,0.003889
2025-02-14,2025-03-28,0.115,0.4541,1.0092,-0.1,0.308,0.005707,0.005282,0.007584
2025-02-14,2025-04-25,0.1916,0.4412,1.0033,0.1,0.3758,0.0047,0.004322,0.00436
2025-02-14,2025-06-27,0.3641,0.4546,1.0153,-0.1,0.3785,0.00687,0.001657,0.001666
2025-02-21,2025-04-25,0.1725,0.4294,1.0088,-0.1,0.3288,0.003725,0.003812,0.003817
2025-02-21,2025-03-28,0.0958,0.4154,1.0087,-0.1,0.2984,0.006859,0.006244,0.006244
2025-02-21,2025-06-27,0.345,0.4315,1.0154,0.1,0.3855,0.002909,0.00138,0.001127
2025-02-21,2025-03-07,0.0383,0.4054,0.5956,0.1,0.2023,0.011585,0.010464,0.010434
2025-02-21,2025-02-28,0.0192,0.3241,6.2212,-0.1,0.1148,0.014067,0.014939,0.013651
2025-02-21,2025-03-14,0.0575,0.4159,1.0022,-0.1,0.1866,0.005844,0.004537,0.004386
2025-02-28,2025-03-07,0.0192,0.4553,15.7229,0.0999,0.1101,0.026906,0.025919,0.022157
2025-02-28,2025-03-14,0.0383,0.3768,20.0,-0.0993,0.0962,0.022632,0.017221,0.015594
2025-02-28,2025-03-21,0.0575,0.4926,1.0004,-0.1,0.2316,0.031466,0.013109,0.013075
2025-02-28,2025-03-28,0.0767,0.3783,9.0194,-0.1012,0.1355,0.037646,0.013892,0.013892
2025-02-28,2025-04-25,0.1533,0.4691,1.0031,-0.1,0.244,0.010164,0.007129,0.007131
2025-02-28,2025-05-30,0.2491,0.4136,1.0125,-0.1,0.3717,0.004326,0.00437,0.00437
2025-02-28,2025-06-27,0.3258,0.4456,1.0125,0.1,0.3314,0.004603,0.0043,0.004328
2025-03-07,2025-06-27,0.3066,0.4015,0.999,-0.1,0.4408,0.002272,0.002003,0.002005
2025-03-07,2025-05-30,0.23,0.4443,1.016,0.1,0.366,0.011756,0.010642,0.007096
2025-03-07,2025-04-25,0.1342,0.4751,1.0066,-0.1,0.2925,0.012665,0.008489,0.008443
2025-03-07,2025-03-21,0.0383,0.5152,1.0025,0.1,0.303,0.01714,0.018702,0.016983
2025-03-07,2025-03-14,0.0192,0.4146,20.0,-0.0995,0.1099,0.025035,0.026177,0.025994
2025-03-07,2025-03-28,0.0575,0.4877,1.002,-0.1,0.3096,0.018244,0.009363,0.009392
2025-03-14,2025-03-21,0.0192,0.5133,0.2758,0.1,0.2295,0.017194,0.013156,0.008695
2025-03-14,2025-03-28,0.0383,0.4992,0.0431,-0.1006,2.0,0.03006,0.010518,0.010519
2025-03-14,2025-04-04,0.0575,0.4994,0.9995,0.1,0.1775,0.007344,0.003958,0.003589
2025-03-14,2025-04-25,0.115,0.4827,1.0039,-0.1,0.2526,0.009439,0.003342,0.003343
2025-03-14,2025-05-30,0.2108,0.4709,1.0195,-0.1,0.3002,0.003594,0.004298,0.002972
2025-03-14,2025-06-27,0.2875,0.4358,1.0155,-0.1,0.3835,0.001032,0.001451,0.000908
2025-03-21,2025-05-30,0.1916,0.415,1.0048,-0.1,0.3209,0.00227,0.003323,0.003342
2025-03-21,2025-04-25,0.0958,0.4298,1.0049,-0.1,0.2495,0.003659,0.003885,0.005977
2025-03-21,2025-06-27,0.2683,0.3989,1.0125,-0.1,0.3711,0.006738,0.002285,0.002285
2025-03-21,2025-04-04,0.0383,0.4274,1.0039,-0.1,0.2125,0.004869,0.005664,0.005657
2025-03-21,2025-03-28,0.0192,0.3865,4.6921,0.1001,0.1118,0.011639,0.008082,0.006834
2025-03-21,2025-04-11,0.0575,0.4223,1.0053,0.1,0.2325,0.004324,0.003598,0.003593
2025-03-28,2025-04-04,0.0192,0.4233,7.7825,0.1022,0.0992,0.055234,0.020219,0.009863
2025-03-28,2025-04-11,0.0383,0.4461,1.0006,0.1,0.1666,0.012944,0.006191,0.006192
2025-03-28,2025-04-18,0.0575,0.4279,1.0016,0.1,0.1864,0.009708,0.006024,0.00629
2025-03-28,2025-04-25,0.0767,0.4402,1.0025,0.1,0.2203,0.013943,0.011254,0.010888
2025-03-28,2025-05-30,0.1725,0.4217,1.0032,-0.1,0.2933,0.008432,0.00428,0.004309
2025-03-28,2025-06-27,0.2491,0.3758,0.9954,-0.1,0.3951,0.011818,0.002967,0.002969
2025-04-04,2025-06-27,0.23,0.4526,1.011,-0.1,0.2924,0.016814,0.005876,0.00454
2025-04-04,2025-05-30,0.1533,0.4893,1.0027,0.1,0.1754,0.008743,0.008919,0.007892
2025-04-04,2025-04-18,0.0383,0.5044,0.9977,0.1,0.1339,0.019697,0.009956,0.009141
2025-04-04,2025-04-11,0.0192,0.4704,19.2605,-0.0978,0.0648,0.061628,0.022005,0.022031
2025-04-04,2025-04-25,0.0575,0.4893,0.9981,-0.1,0.1854,0.012436,0.007979,0.007024
2025-04-11,2025-04-18,0.0192,0.5344,0.9936,-0.1,0.1484,0.019247,0.011191,0.011167
2025-04-11,2025-04-25,0.0383,0.4991,0.9997,0.1,0.2465,0.011687,0.00707,0.007067
2025-04-11,2025-05-02,0.0575,0.4827,1.0053,-0.1,0.2359,0.005711,0.007956,0.005612
2025-04-11,2025-05-30,0.1342,0.4551,1.0074,0.1,0.3008,0.007046,0.005507,0.005943
2025-04-11,2025-06-27,0.2108,0.4335,1.0142,0.1,0.3469,0.007476,0.004475,0.003311
2025-04-11,2025-09-26,0.46,0.49,1.0069,-0.1,0.2385,0.005059,0.003465,0.003482
2025-04-18,2025-06-27,0.1916,0.4193,1.0062,-0.1,0.3126,0.003751,0.003524,0.003524
2025-04-18,2025-05-09,0.0575,0.4,1.0052,0.1,0.2374,0.005566,0.005545,0.005546
2025-04-18,2025-05-30,0.115,0.4184,1.006,0.1,0.2683,0.003166,0.005424,0.002953
2025-04-18,2025-04-25,0.0192,0.3615,2.5233,0.1,0.1408,0.017305,0.021306,0.01234
2025-04-18,2025-05-02,0.0383,0.3874,1.0046,0.1,0.2236,0.007032,0.00568,0.006341
2025-04-25,2025-05-02,0.0192,0.3775,3.6688,-0.1,0.138,0.010151,0.014342,0.010943
2025-04-25,2025-05-09,0.0383,0.4004,1.007,-0.1,0.2508,0.008952,0.009897,0.009792
2025-04-25,2025-05-16,0.0575,0.4111,1.0072,0.1,0.261,0.008619,0.008201,0.008191
2025-04-25,2025-05-30,0.0958,0.4001,1.0087,0.1,0.3061,0.009474,0.007584,0.007584
2025-04-25,2025-06-27,0.1725,0.3959,1.0064,0.1,0.3442,0.007175,0.004853,0.004853
2025-04-25,2025-07-25,0.2491,0.3806,1.014,0.1,0.3929,0.004142,0.001903,0.001919
2025-04-25,2025-09-26,0.4216,0.3361,1.0114,-0.1,0.4557,0.004485,0.001959,0.002348
2025-05-02,2025-09-26,0.4025,0.363,0.9991,-0.1,0.4206,0.003061,0.003859,0.003822
2025-05-02,2025-07-25,0.23,0.3767,1.0109,-0.1,0.3903,0.004437,0.003791,0.003799
2025-05-02,2025-06-27,0.1533,0.399,1.0095,0.1,0.3208,0.006981,0.003231,0.003221
2025-05-02,2025-05-30,0.0767,0.3993,1.0067,0.1,0.273,0.014176,0.009285,0.009285
2025-05-02,2025-05-16,0.0383,0.3493,5.646,-0.0999,0.1281,0.008771,0.009634,0.007078
2025-05-02,2025-05-09,0.0192,0.3857,1.0028,-0.1,0.2004,0.012585,0.018106,0.009748
2025-05-02,2025-05-23,0.0575,0.4011,1.0072,0.1,0.2599,0.011858,0.008805,0.008714
2025-05-09,2025-05-16,0.0192,0.3858,1.9976,0.1,0.169,0.011039,0.014621,0.013041
2025-05-09,2025-05-23,0.0383,0.4013,1.0049,-0.1,0.216,0.008244,0.004284,0.004286
2025-05-09,2025-05-30,0.0575,0.3809,1.0061,-0.1,0.2816,0.014775,0.015441,0.015441
2025-05-09,2025-06-27,0.1342,0.3879,1.0055,-0.1,0.3057,0.004978,0.005897,0.005897
2025-05-09,2025-07-25,0.2108,0.3826,1.0111,-0.1,0.3467,0.003557,0.006105,0.002958
2025-05-09,2025-09-26,0.3833,0.3469,0.9993,0.1,0.4221,0.005178,0.00088,0.000843
2025-05-16,2025-07-25,0.1916,0.3662,1.0094,0.1,0.3151,0.002139,0.00152,0.001521
2025-05-16,2025-09-26,0.3641,0.3555,0.9987,-0.1,0.37,0.003536,0.002012,0.0019
2025-05-16,2025-06-27,0.115,0.3577,1.0065,0.1,0.2824,0.00712,0.006957,0.006957
2025-05-16,2025-05-23,0.0192,0.3268,1.861,-0.1,0.1392,0.010699,0.012424,0.010722
2025-05-16,2025-05-30,0.0383,0.2813,7.3513,0.1001,0.1093,0.007244,0.006432,0.006451
2025-05-16,2025-06-06,0.0575,0.3593,1.0049,-0.1,0.222,0.006617,0.002635,0.002628
2025-05-23,2025-06-06,0.0383,0.4209,1.0059,-0.1,0.2353,0.011051,0.006943,0.006943
2025-05-23,2025-06-13,0.0575,0.4155,1.0074,0.1,0.2707,0.005951,0.00537,0.004306
2025-05-23,2025-06-27,0.0958,0.4135,1.0066,0.1,0.2791,0.011888,0.01083,0.01083
2025-05-23,2025-07-25,0.1725,0.4071,1.0116,0.1,0.3192,0.003927,0.003249,0.003249
2025-05-23,2025-09-26,0.345,0.3865,1.0121,-0.1,0.3576,0.003454,0.002459,0.001575
2025-05-30,2025-06-06,0.0192,0.3837,0.4629,-0.1,0.2206,0.017133,0.021712,0.008605
2025-05-30,2025-06-13,0.0383,0.3874,1.0022,0.1,0.1869,0.006729,0.008313,0.005461
2025-05-30,2025-06-20,0.0575,0.3956,1.0032,0.1,0.206,0.007583,0.007277,0.007298
2025-05-30,2025-06-27,0.0767,0.3897,1.0059,0.1,0.2489,0.010867,0.009109,0.009109
2025-05-30,2025-07-25,0.1533,0.3928,1.0067,-0.1,0.2723,0.00492,0.003291,0.003292
2025-05-30,2025-08-29,0.2491,0.4041,1.0081,-0.1,0.2617,0.005691,0.005644,0.005649
2025-05-30,2025-09-26,0.3258,0.3724,1.0061,0.1,0.331,0.003178,0.002145,0.002146
2025-06-06,2025-08-29,0.23,0.3753,1.0071,0.1,0.2649,0.004287,0.00402,0.004034
2025-06-06,2025-07-25,0.1342,0.366,1.0048,-0.1,0.26,0.00537,0.005178,0.005166
2025-06-06,2025-09-26,0.3066,0.3512,1.0089,0.1,0.3283,0.003481,0.00455,0.003283
2025-06-06,2025-06-20,0.0383,0.3656,1.0015,-0.1,0.1644,0.010054,0.007852,0.018141
2025-06-06,2025-06-13,0.0192,0.3473,1.2119,0.1,0.1519,0.010893,0.015591,0.008343
2025-06-06,2025-06-27,0.0575,0.3825,0.0323,0.0999,2.0,0.013146,0.017131,0.017131
2025-06-13,2025-09-26,0.2875,0.3439,0.9995,0.1,0.3237,0.002821,0.002351,0.002351
2025-06-13,2025-08-29,0.2108,0.3692,1.0065,-0.1,0.2546,0.005854,0.002393,0.002394
2025-06-13,2025-07-25,0.115,0.3706,1.004,0.1,0.2161,0.005934,0.005502,0.005467
2025-06-13,2025-06-20,0.0192,0.363,2.5537,-0.1,0.1341,0.01958,0.018492,0.01291
2025-06-13,2025-06-27,0.0383,0.3624,1.0026,-0.1,0.1897,0.009396,0.011714,0.006186
2025-06-13,2025-07-04,0.0575,0.3657,1.001,-0.1,0.1608,0.01117,0.006469,0.006459
2025-06-20,2025-06-27,0.0192,0.3522,1.193,0.1,0.1499,0.029929,0.026302,0.026298
2025-06-20,2025-07-04,0.0383,0.3371,1.0036,0.1,0.2,0.009226,0.007849,0.006196
2025-06-20,2025-07-25,0.0958,0.3711,1.0007,0.1,0.1558,0.009837,0.004601,0.004882
2025-06-20,2025-08-29,0.1916,0.3792,1.0025,-0.1,0.1891,0.002391,0.002572,0.00138
